,XXBTZCAD,XXMRZUSD,XETHZUSD,XXMRZEUR,XXMRXXBT,XMLNXETH,XETHZJPY,XZECZEUR,GNOXBT,XXRPZUSD,XLTCZUSD,XREPXETH,XXBTZGBP,XETHXXBT,EOSXBT,XZECZUSD,XETHZCAD,XETCXXBT,XETHZGBP,BCHEUR,XXDGXXBT,XXBTZEUR,XLTCZEUR,XETCXETH,XLTCXXBT,XXBTZJPY,GNOETH,XETHZEUR,DASHXBT,XXLMXXBT,XETCZEUR,XMLNXXBT,BCHUSD,XICNXETH,XXRPXXBT,XREPXXBT,XXRPZEUR,EOSETH,DASHEUR,XICNXXBT,XETCZUSD,XREPZEUR,XZECXXBT,DASHUSD,XXBTZUSD,BCHXBT,USDTZUSD
1515541687.27,17650.00000,413.15000000,1270.00000,348.22000000,0.02866000,0.19708000,162429.00000,557.89900,0.02601000,2.08499000,245.01000,0.072000,9686.90000,0.088780,0.00064820,670.40000,1535.00000,0.00268000,666.08000,1989.000000,0.000000900,12070.00000,206.95000,0.03222100,0.01712100,1809718.000,0.30000000,1064.13000,0.07569000,0.000039200,32.50000000,0.01675000,2400.000000,0.004063,0.000144100,0.006335,1.75136000,0.00728700,917.994000,0.000354,37.99000000,78.00000,0.045850,1086.267000,14400.00000,0.16425000,1.00600000
1515541691.13,17650.00000,413.15000000,1270.00000,348.22000000,0.02866000,0.19708000,162429.00000,557.89900,0.02601000,2.08499000,245.01000,0.072000,9686.90000,0.088780,0.00064820,670.40000,1535.00000,0.00268000,666.08000,1989.000000,0.000000900,12070.00000,206.95000,0.03222100,0.01712100,1809718.000,0.30000000,1064.13000,0.07569000,0.000039200,32.50000000,0.01675000,2400.000000,0.004063,0.000144100,0.006335,1.75136000,0.00728700,917.994000,0.000354,37.99000000,78.00000,0.045850,1086.267000,14400.00000,0.16425000,1.00600000
1515541696.41,17650.00000,413.15000000,1267.07000,344.54000000,0.02866700,0.19708000,162429.00000,555.59300,0.02700000,2.10000000,245.72000,0.072000,9686.90000,0.088770,0.00064840,664.05000,1535.00000,0.00268000,666.08000,1989.000000,0.000000890,12096.70000,207.00000,0.03222100,0.01712100,1809718.000,0.30000000,1060.82000,0.07560000,0.000039140,32.18000000,0.01675000,2400.000000,0.004061,0.000144140,0.006335,1.74771000,0.00728700,914.231000,0.000355,38.16000000,78.00000,0.045880,1086.267000,14382.40000,0.16421000,1.00600000
1515541702.69,17650.00000,413.15000000,1267.07000,344.54000000,0.02866700,0.19708000,162429.00000,555.59300,0.02700000,2.10000000,245.72000,0.072000,9686.90000,0.088770,0.00064840,664.05000,1535.00000,0.00268000,666.08000,1989.000000,0.000000890,12096.70000,207.00000,0.03222100,0.01712100,1809718.000,0.30000000,1060.82000,0.07560000,0.000039140,32.18000000,0.01675000,2400.000000,0.004061,0.000144140,0.006335,1.74771000,0.00728700,914.231000,0.000355,38.16000000,78.00000,0.045880,1086.267000,14382.40000,0.16421000,1.00600000
1515541706.67,17650.00000,413.15000000,1267.07000,344.54000000,0.02866700,0.19708000,162429.00000,555.59300,0.02700000,2.10000000,245.72000,0.072000,9686.90000,0.088770,0.00064840,664.05000,1535.00000,0.00268000,666.08000,1989.000000,0.000000890,12096.70000,207.00000,0.03222100,0.01712100,1809718.000,0.30000000,1060.82000,0.07560000,0.000039140,32.18000000,0.01675000,2400.000000,0.004061,0.000144140,0.006335,1.74771000,0.00728700,914.231000,0.000355,38.16000000,78.00000,0.045880,1086.267000,14382.40000,0.16421000,1.00600000
1515541710.55,17650.00000,413.15000000,1267.07000,344.54000000,0.02866700,0.19708000,162429.00000,555.59300,0.02700000,2.10000000,245.72000,0.072000,9686.90000,0.088770,0.00064840,664.05000,1535.00000,0.00268000,666.08000,1989.000000,0.000000890,12096.70000,207.00000,0.03222100,0.01712100,1809718.000,0.30000000,1060.82000,0.07560000,0.000039140,32.18000000,0.01675000,2400.000000,0.004061,0.000144140,0.006335,1.74771000,0.00728700,914.231000,0.000355,38.16000000,78.00000,0.045880,1086.267000,14382.40000,0.16421000,1.00600000
1515541714.46,17650.00000,413.15000000,1267.07000,344.54000000,0.02866700,0.19708000,162429.00000,555.59300,0.02700000,2.10000000,245.72000,0.072000,9686.90000,0.088770,0.00064840,664.05000,1535.00000,0.00268000,666.08000,1989.000000,0.000000890,12096.70000,207.00000,0.03222100,0.01712100,1809718.000,0.30000000,1060.82000,0.07560000,0.000039140,32.18000000,0.01675000,2400.000000,0.004061,0.000144140,0.006335,1.74771000,0.00728700,914.231000,0.000355,38.16000000,78.00000,0.045880,1086.267000,14382.40000,0.16421000,1.00600000
1515541718.49,17650.00000,412.14000000,1267.10000,345.00000000,0.02866700,0.19708000,162429.00000,556.38000,0.02700000,2.08000000,245.72000,0.072000,9686.90000,0.088770,0.00064830,664.05000,1535.00000,0.00268000,666.08000,1988.600000,0.000000890,12133.90000,206.98000,0.03002100,0.01712100,1809718.000,0.30000000,1060.82000,0.07560000,0.000039200,32.10400000,0.01675000,2336.900000,0.004061,0.000144000,0.006335,1.74789000,0.00728700,914.231000,0.000355,37.52000000,78.00000,0.045880,1086.267000,14363.90000,0.16427000,1.00600000
1515541731.7,17650.00000,412.14000000,1267.10000,345.00000000,0.02866700,0.19708000,162429.00000,556.38000,0.02700000,2.08000000,245.72000,0.072000,9686.90000,0.088770,0.00064830,664.05000,1535.00000,0.00268000,666.08000,1988.600000,0.000000890,12133.90000,206.98000,0.03002100,0.01712100,1809718.000,0.30000000,1060.82000,0.07560000,0.000039200,32.10400000,0.01675000,2336.900000,0.004061,0.000144000,0.006335,1.74789000,0.00728700,914.231000,0.000355,37.52000000,78.00000,0.045880,1086.267000,14363.90000,0.16427000,1.00600000
1515541739.6,17650.00000,412.14000000,1270.00000,345.00000000,0.02866700,0.19708000,162429.00000,556.38000,0.02700000,2.09800000,245.98000,0.072000,9686.90000,0.088310,0.00064830,664.05000,1535.00000,0.00268000,666.08000,1989.000000,0.000000890,12133.80000,206.98000,0.03002100,0.01696800,1809718.000,0.30000000,1060.84000,0.07560000,0.000039200,32.49900000,0.01675000,2391.700000,0.004061,0.000144100,0.006336,1.74789000,0.00729400,914.231000,0.000355,37.89400000,78.00000,0.045880,1095.059000,14363.90000,0.16500000,1.00600000
1515541743.49,17650.00000,412.14000000,1270.00000,345.00000000,0.02866700,0.19708000,162429.00000,556.38000,0.02700000,2.09800000,245.98000,0.072000,9686.90000,0.088310,0.00064830,664.05000,1535.00000,0.00268000,666.08000,1989.000000,0.000000890,12133.80000,206.98000,0.03002100,0.01696800,1809718.000,0.30000000,1060.84000,0.07560000,0.000039200,32.49900000,0.01675000,2391.700000,0.004061,0.000144100,0.006336,1.74789000,0.00729400,914.231000,0.000355,37.89400000,78.00000,0.045880,1095.059000,14363.90000,0.16500000,1.00600000
1515541747.42,17650.00000,412.14000000,1269.90000,345.00000000,0.02860300,0.19708000,162429.00000,556.38000,0.02700000,2.08000000,245.77000,0.072000,9686.90000,0.088030,0.00064830,664.05000,1535.00000,0.00270600,666.08000,1989.000000,0.000000900,12073.20000,206.98000,0.03002100,0.01696800,1809718.000,0.30000000,1060.84000,0.07560000,0.000039600,32.50000000,0.01675000,2389.500000,0.004061,0.000144270,0.006336,1.74010000,0.00729400,911.058000,0.000355,37.89400000,78.00000,0.045880,1095.059000,14363.90000,0.16520000,1.00600000
1515541752.12,17650.00000,412.14000000,1270.00000,345.00000000,0.02866700,0.19708000,162429.00000,556.38000,0.02700000,2.09800000,245.98000,0.072000,9686.90000,0.088310,0.00064830,664.05000,1535.00000,0.00268000,666.08000,1989.000000,0.000000890,12133.80000,206.98000,0.03002100,0.01696800,1809718.000,0.30000000,1060.84000,0.07560000,0.000039200,32.49900000,0.01675000,2391.700000,0.004061,0.000144100,0.006336,1.74789000,0.00729400,914.231000,0.000355,37.89400000,78.00000,0.045880,1095.059000,14363.90000,0.16500000,1.00600000
1515541756.0,17650.00000,412.14000000,1269.40000,345.00000000,0.02860300,0.19708000,162429.00000,556.38000,0.02700000,2.09800000,245.72000,0.072000,9686.90000,0.088030,0.00064830,664.05000,1535.00000,0.00270600,666.08000,1971.600000,0.000000900,12070.00000,206.98000,0.03002100,0.01696800,1809718.000,0.30000000,1061.35000,0.07560000,0.000039600,32.50000000,0.01675000,2389.500000,0.004061,0.000144270,0.006336,1.74457000,0.00729400,911.058000,0.000360,37.89400000,78.00000,0.045880,1095.059000,14363.90000,0.16520000,1.00600000
1515541760.96,17650.00000,412.14000000,1269.40000,345.00000000,0.02860300,0.19708000,162429.00000,556.38000,0.02700000,2.09800000,245.72000,0.072000,9686.90000,0.088030,0.00064830,664.05000,1535.00000,0.00270600,666.08000,1971.600000,0.000000900,12070.00000,206.98000,0.03002100,0.01696800,1809718.000,0.30000000,1061.35000,0.07560000,0.000039600,32.50000000,0.01675000,2389.500000,0.004061,0.000144270,0.006336,1.74457000,0.00729400,911.058000,0.000360,37.89400000,78.00000,0.045880,1095.059000,14363.90000,0.16520000,1.00600000
1515541764.86,17650.00000,412.14000000,1269.40000,345.00000000,0.02860300,0.19708000,162429.00000,556.38000,0.02700000,2.09800000,245.72000,0.072000,9686.90000,0.088030,0.00064830,664.05000,1535.00000,0.00270600,666.08000,1971.600000,0.000000900,12070.00000,206.98000,0.03002100,0.01696800,1809718.000,0.30000000,1061.35000,0.07560000,0.000039600,32.50000000,0.01675000,2389.500000,0.004061,0.000144270,0.006336,1.74457000,0.00729400,911.058000,0.000360,37.89400000,78.00000,0.045880,1095.059000,14363.90000,0.16520000,1.00600000
1515541768.72,17650.00000,412.14000000,1270.64000,345.00000000,0.02860300,0.19708000,162429.00000,556.38000,0.02700000,2.08000000,245.72000,0.072000,9686.90000,0.088030,0.00064840,664.05000,1535.00000,0.00270600,666.08000,1988.900000,0.000000900,12070.00000,206.98000,0.03002100,0.01696800,1809718.000,0.30000000,1063.15000,0.07560000,0.000039600,32.10400000,0.01675000,2389.500000,0.004062,0.000144500,0.006656,1.74900000,0.00729400,914.231000,0.000367,37.89400000,78.00000,0.045920,1095.059000,14363.90000,0.16520000,1.00600000
1515541773.68,17650.00000,412.14000000,1270.64000,345.00000000,0.02860300,0.19708000,162429.00000,556.38000,0.02700000,2.08000000,245.72000,0.072000,9686.90000,0.088030,0.00064840,664.05000,1535.00000,0.00270600,666.08000,1988.900000,0.000000900,12070.00000,206.98000,0.03002100,0.01696800,1809718.000,0.30000000,1063.15000,0.07560000,0.000039600,32.10400000,0.01675000,2389.500000,0.004062,0.000144500,0.006656,1.74900000,0.00729400,914.231000,0.000367,37.89400000,78.00000,0.045920,1095.059000,14363.90000,0.16520000,1.00600000
1515541777.52,17650.00000,412.14000000,1270.64000,345.00000000,0.02860300,0.19708000,162429.00000,556.38000,0.02700000,2.08000000,245.72000,0.072000,9686.90000,0.088030,0.00064840,664.05000,1535.00000,0.00270600,666.08000,1988.900000,0.000000900,12070.00000,206.98000,0.03002100,0.01696800,1809718.000,0.30000000,1063.15000,0.07560000,0.000039600,32.10400000,0.01675000,2389.500000,0.004062,0.000144500,0.006656,1.74900000,0.00729400,914.231000,0.000367,37.89400000,78.00000,0.045920,1095.059000,14363.90000,0.16520000,1.00600000
1515541781.48,17650.00000,412.14000000,1270.64000,345.00000000,0.02860300,0.19708000,162429.00000,556.38000,0.02700000,2.08000000,245.72000,0.072000,9686.90000,0.088030,0.00064840,664.05000,1535.00000,0.00270600,666.08000,1988.900000,0.000000900,12070.00000,206.98000,0.03002100,0.01696800,1809718.000,0.30000000,1063.15000,0.07560000,0.000039600,32.10400000,0.01675000,2389.500000,0.004062,0.000144500,0.006656,1.74900000,0.00729400,914.231000,0.000367,37.89400000,78.00000,0.045920,1095.059000,14363.90000,0.16520000,1.00600000
1515541785.35,17650.00000,412.14000000,1270.64000,345.00000000,0.02860300,0.19708000,162429.00000,556.38000,0.02700000,2.08000000,245.72000,0.072000,9686.90000,0.088030,0.00064840,664.05000,1535.00000,0.00270600,666.08000,1988.900000,0.000000900,12070.00000,206.98000,0.03002100,0.01696800,1809718.000,0.30000000,1063.15000,0.07560000,0.000039600,32.10400000,0.01675000,2389.500000,0.004062,0.000144500,0.006656,1.74900000,0.00729400,914.231000,0.000367,37.89400000,78.00000,0.045920,1095.059000,14363.90000,0.16520000,1.00600000
1515541789.21,17650.00000,412.14000000,1270.64000,345.00000000,0.02860300,0.19708000,162429.00000,556.38000,0.02700000,2.08000000,245.72000,0.072000,9686.90000,0.088030,0.00064840,664.05000,1535.00000,0.00270600,666.08000,1988.900000,0.000000900,12070.00000,206.98000,0.03002100,0.01696800,1809718.000,0.30000000,1063.15000,0.07560000,0.000039600,32.10400000,0.01675000,2389.500000,0.004062,0.000144500,0.006656,1.74900000,0.00729400,914.231000,0.000367,37.89400000,78.00000,0.045920,1095.059000,14363.90000,0.16520000,1.00600000
1515541793.13,17650.00000,412.14000000,1270.64000,345.00000000,0.02860300,0.19708000,162429.00000,556.38000,0.02700000,2.08000000,245.72000,0.072000,9686.90000,0.088030,0.00064840,664.05000,1535.00000,0.00270600,666.08000,1988.900000,0.000000900,12070.00000,206.98000,0.03002100,0.01696800,1809718.000,0.30000000,1063.15000,0.07560000,0.000039600,32.10400000,0.01675000,2389.500000,0.004062,0.000144500,0.006656,1.74900000,0.00729400,914.231000,0.000367,37.89400000,78.00000,0.045920,1095.059000,14363.90000,0.16520000,1.00600000
1515541797.09,17650.00000,412.14000000,1270.64000,345.00000000,0.02860300,0.19708000,162429.00000,556.38000,0.02700000,2.08000000,245.72000,0.072000,9686.90000,0.088030,0.00064840,664.05000,1535.00000,0.00270600,666.08000,1988.900000,0.000000900,12070.00000,206.98000,0.03002100,0.01696800,1809718.000,0.30000000,1063.15000,0.07560000,0.000039600,32.10400000,0.01675000,2389.500000,0.004062,0.000144500,0.006656,1.74900000,0.00729400,914.231000,0.000367,37.89400000,78.00000,0.045920,1095.059000,14363.90000,0.16520000,1.00600000
1515541800.98,17650.00000,412.14000000,1270.64000,345.00000000,0.02860300,0.19708000,162429.00000,556.38000,0.02700000,2.08000000,245.72000,0.072000,9686.90000,0.088030,0.00064840,664.05000,1535.00000,0.00270600,666.08000,1988.900000,0.000000900,12070.00000,206.98000,0.03002100,0.01696800,1809718.000,0.30000000,1063.15000,0.07560000,0.000039600,32.10400000,0.01675000,2389.500000,0.004062,0.000144500,0.006656,1.74900000,0.00729400,914.231000,0.000367,37.89400000,78.00000,0.045920,1095.059000,14363.90000,0.16520000,1.00600000
1515541804.86,17650.00000,412.21000000,1270.64000,345.00000000,0.02866000,0.19708000,162429.00000,556.38000,0.02717000,2.09800000,246.00000,0.075190,9686.90000,0.088460,0.00064850,664.05000,1535.00000,0.00267100,666.08000,1989.000000,0.000000890,12070.00000,206.98000,0.03222000,0.01696800,1809718.000,0.30000000,1063.65000,0.07560000,0.000039300,32.38000000,0.01675000,2387.300000,0.004062,0.000144970,0.006336,1.74860000,0.00729400,911.080000,0.000368,37.89400000,78.00100,0.045990,1089.448000,14450.00000,0.16520000,1.00600000
1515541810.05,17650.00000,412.21000000,1270.64000,345.00000000,0.02866000,0.19708000,162429.00000,556.38000,0.02717000,2.09800000,246.00000,0.075190,9686.90000,0.088460,0.00064850,664.05000,1535.00000,0.00267100,666.08000,1989.000000,0.000000890,12070.00000,206.98000,0.03222000,0.01696800,1809718.000,0.30000000,1063.65000,0.07560000,0.000039300,32.38000000,0.01675000,2387.300000,0.004062,0.000144970,0.006336,1.74860000,0.00729400,911.080000,0.000368,37.89400000,78.00100,0.045990,1089.448000,14450.00000,0.16520000,1.00600000
1515541814.0,17650.00000,412.21000000,1270.64000,345.00000000,0.02866000,0.19708000,162429.00000,556.38000,0.02717000,2.09800000,246.00000,0.075190,9686.90000,0.088460,0.00064850,664.05000,1535.00000,0.00267100,666.08000,1989.000000,0.000000890,12070.00000,206.98000,0.03222000,0.01696800,1809718.000,0.30000000,1063.65000,0.07560000,0.000039300,32.38000000,0.01675000,2387.300000,0.004062,0.000144970,0.006336,1.74860000,0.00729400,911.080000,0.000368,37.89400000,78.00100,0.045990,1089.448000,14450.00000,0.16520000,1.00600000
1515541817.91,17650.00000,412.21000000,1270.64000,345.00000000,0.02866000,0.19708000,162429.00000,556.38000,0.02717000,2.09800000,246.00000,0.075190,9686.90000,0.088460,0.00064850,664.05000,1535.00000,0.00267100,666.08000,1989.000000,0.000000890,12070.00000,206.98000,0.03222000,0.01696800,1809718.000,0.30000000,1063.65000,0.07560000,0.000039300,32.38000000,0.01675000,2387.300000,0.004062,0.000144970,0.006336,1.74860000,0.00729400,911.080000,0.000368,37.89400000,78.00100,0.045990,1089.448000,14450.00000,0.16520000,1.00600000
1515541821.79,17650.00000,412.21000000,1270.64000,345.00000000,0.02866000,0.19708000,162429.00000,556.38000,0.02717000,2.09800000,246.00000,0.075190,9686.90000,0.088460,0.00064850,664.05000,1535.00000,0.00267100,666.08000,1989.000000,0.000000890,12070.00000,206.98000,0.03222000,0.01696800,1809718.000,0.30000000,1063.65000,0.07560000,0.000039300,32.38000000,0.01675000,2387.300000,0.004062,0.000144970,0.006336,1.74860000,0.00729400,911.080000,0.000368,37.89400000,78.00100,0.045990,1089.448000,14450.00000,0.16520000,1.00600000
1515541825.64,17650.00000,412.21000000,1270.00000,345.00000000,0.02889000,0.19708000,162414.00000,556.38000,0.02717000,2.08977000,246.00000,0.075190,9686.90000,0.089000,0.00065660,664.05000,1535.00000,0.00267100,666.08000,1989.000000,0.000000900,12070.00000,206.09000,0.03002200,0.01696800,1809718.000,0.30000000,1057.02000,0.07560000,0.000039300,32.38000000,0.01675000,2344.600000,0.004062,0.000144970,0.006336,1.75000000,0.00729300,911.080000,0.000368,37.89400000,78.00100,0.045990,1089.448000,14450.00000,0.16233000,1.00600000
1515541833.05,17650.00000,412.21000000,1270.51000,344.67000000,0.02889000,0.19708000,162414.00000,556.38000,0.02717000,2.08977000,246.00000,0.075190,9686.90000,0.088800,0.00065660,664.05000,1535.00000,0.00267100,666.08000,1989.000000,0.000000900,12070.00000,206.09000,0.03002200,0.01696800,1809718.000,0.30000000,1057.02000,0.07560000,0.000039300,32.38000000,0.01675000,2344.600000,0.004062,0.000144970,0.006336,1.75000000,0.00729300,911.080000,0.000368,37.89400000,78.00100,0.045990,1089.448000,14450.00000,0.16233000,1.00600000
1515541839.11,17650.00000,412.21000000,1270.51000,344.67000000,0.02889000,0.19708000,162414.00000,556.38000,0.02717000,2.08977000,246.00000,0.075190,9686.90000,0.088550,0.00065660,664.05000,1535.00000,0.00267100,666.08000,1989.200000,0.000000900,12070.00000,206.09000,0.03002200,0.01696800,1809718.000,0.30000000,1064.00000,0.07560000,0.000039300,32.38000000,0.01675000,2344.600000,0.004062,0.000144970,0.006336,1.74018000,0.00729300,911.080000,0.000368,37.89400000,78.00100,0.045990,1089.448000,14450.00000,0.16233000,1.00600000
1515541843.04,17650.00000,412.21000000,1270.51000,344.67000000,0.02889000,0.19708000,162414.00000,556.38000,0.02717000,2.08977000,246.00000,0.075190,9686.90000,0.088550,0.00065660,664.05000,1535.00000,0.00267100,666.08000,1989.200000,0.000000900,12070.00000,206.09000,0.03002200,0.01696800,1809718.000,0.30000000,1064.00000,0.07560000,0.000039300,32.38000000,0.01675000,2344.600000,0.004062,0.000144970,0.006336,1.74018000,0.00729300,911.080000,0.000368,37.89400000,78.00100,0.045990,1089.448000,14450.00000,0.16233000,1.00600000
1515541847.45,17650.00000,412.21000000,1270.64000,344.67000000,0.02860300,0.19708000,162414.00000,556.38000,0.02717000,2.09000000,246.00000,0.075190,9686.90000,0.088660,0.00064830,664.05000,1535.00000,0.00267000,666.08000,1989.200000,0.000000900,12070.00000,206.09000,0.03276900,0.01696800,1809718.000,0.30000000,1063.00000,0.07563000,0.000039320,32.49700000,0.01675000,2344.600000,0.004061,0.000144500,0.006336,1.74011000,0.00729300,911.080000,0.000368,38.48600000,78.00100,0.045990,1089.448000,14380.10000,0.16233000,1.00600000
1515541878.89,17650.00000,412.21000000,1271.00000,344.56000000,0.02860300,0.19708000,162414.00000,556.00000,0.02717000,2.08000000,246.00000,0.075190,9686.90000,0.088660,0.00064830,664.05000,1535.00000,0.00267000,666.08000,1989.000000,0.000000900,12070.00000,206.09000,0.03276900,0.01696800,1809718.000,0.30000000,1062.76000,0.07563000,0.000039830,32.14400000,0.01675000,2344.600000,0.004061,0.000144500,0.006336,1.74017000,0.00729300,911.080000,0.000368,38.48600000,78.00100,0.045990,1089.448000,14313.90000,0.16233000,1.00600000
1515541882.8,17650.00000,412.21000000,1272.98000,343.33000000,0.02860300,0.19708000,162414.00000,556.00000,0.02717000,2.08000000,246.00000,0.075190,9686.90000,0.088120,0.00064590,664.05000,1535.00000,0.00267000,666.08000,1989.000000,0.000000900,12070.00000,206.02000,0.03276900,0.01696800,1809718.000,0.30000000,1064.18000,0.07563000,0.000039830,32.10400000,0.01675000,2359.600000,0.004061,0.000144960,0.006336,1.77798000,0.00729300,911.080000,0.000369,38.48600000,78.00100,0.045990,1089.448000,14451.40000,0.16233000,1.00600000
1515541886.68,17650.00000,412.21000000,1270.64000,344.27000000,0.02860300,0.19708000,162414.00000,556.00000,0.02717000,2.08000000,246.00000,0.075190,9686.90000,0.088060,0.00064590,659.12000,1535.00000,0.00267000,666.08000,1989.000000,0.000000900,12070.00000,206.02000,0.03276900,0.01707000,1809718.000,0.30000000,1064.10000,0.07563000,0.000039830,32.10400000,0.01675000,2359.600000,0.004061,0.000144940,0.006336,1.77798000,0.00729300,911.080000,0.000369,38.17200000,78.00100,0.045970,1089.448000,14450.10000,0.16233000,1.00600000
1515541892.37,17650.00000,412.21000000,1270.64000,344.27000000,0.02860300,0.19708000,162414.00000,556.00000,0.02717000,2.08000000,246.00000,0.075190,9686.90000,0.088060,0.00064590,659.12000,1535.00000,0.00267000,666.08000,1989.000000,0.000000900,12070.00000,206.02000,0.03276900,0.01707000,1809718.000,0.30000000,1064.10000,0.07563000,0.000039830,32.10400000,0.01675000,2359.600000,0.004061,0.000144940,0.006336,1.77798000,0.00729300,911.080000,0.000369,38.17200000,78.00100,0.045970,1089.448000,14450.10000,0.16233000,1.00600000
1515541896.34,17650.00000,412.21000000,1270.64000,344.27000000,0.02860300,0.19708000,162414.00000,556.00000,0.02717000,2.08000000,246.00000,0.075190,9686.90000,0.088060,0.00064590,659.12000,1535.00000,0.00267000,666.08000,1989.000000,0.000000900,12070.00000,206.02000,0.03276900,0.01707000,1809718.000,0.30000000,1064.10000,0.07563000,0.000039830,32.10400000,0.01675000,2359.600000,0.004061,0.000144940,0.006336,1.77798000,0.00729300,911.080000,0.000369,38.17200000,78.00100,0.045970,1089.448000,14450.10000,0.16233000,1.00600000
1515541900.27,17650.00000,412.21000000,1270.64000,344.27000000,0.02860300,0.19708000,162414.00000,556.00000,0.02717000,2.08000000,246.00000,0.075190,9686.90000,0.088060,0.00064590,659.12000,1535.00000,0.00267000,666.08000,1989.000000,0.000000900,12070.00000,206.02000,0.03276900,0.01707000,1809718.000,0.30000000,1064.10000,0.07563000,0.000039830,32.10400000,0.01675000,2359.600000,0.004061,0.000144940,0.006336,1.77798000,0.00729300,911.080000,0.000369,38.17200000,78.00100,0.045970,1089.448000,14450.10000,0.16233000,1.00600000
1515541904.12,17650.00000,412.21000000,1270.64000,344.27000000,0.02860300,0.19708000,162414.00000,556.00000,0.02717000,2.08000000,246.00000,0.075190,9686.90000,0.088060,0.00064590,659.12000,1535.00000,0.00267000,666.08000,1989.000000,0.000000900,12070.00000,206.02000,0.03276900,0.01707000,1809718.000,0.30000000,1064.10000,0.07563000,0.000039830,32.10400000,0.01675000,2359.600000,0.004061,0.000144940,0.006336,1.77798000,0.00729300,911.080000,0.000369,38.17200000,78.00100,0.045970,1089.448000,14450.10000,0.16233000,1.00600000
1515541907.98,17650.00000,412.21000000,1270.64000,344.27000000,0.02860300,0.19708000,162414.00000,556.00000,0.02717000,2.08000000,246.00000,0.075190,9686.90000,0.088060,0.00064590,659.12000,1535.00000,0.00267000,666.08000,1989.000000,0.000000900,12070.00000,206.02000,0.03276900,0.01707000,1809718.000,0.30000000,1064.10000,0.07563000,0.000039830,32.10400000,0.01675000,2359.600000,0.004061,0.000144940,0.006336,1.77798000,0.00729300,911.080000,0.000369,38.17200000,78.00100,0.045970,1089.448000,14450.10000,0.16233000,1.00600000
1515541911.85,17650.00000,412.21000000,1270.64000,344.27000000,0.02860300,0.19708000,162414.00000,556.00000,0.02717000,2.08000000,246.00000,0.075190,9686.90000,0.088060,0.00064590,659.12000,1535.00000,0.00267000,666.08000,1989.000000,0.000000900,12070.00000,206.02000,0.03276900,0.01707000,1809718.000,0.30000000,1064.10000,0.07563000,0.000039830,32.10400000,0.01675000,2359.600000,0.004061,0.000144940,0.006336,1.77798000,0.00729300,911.080000,0.000369,38.17200000,78.00100,0.045970,1089.448000,14450.10000,0.16233000,1.00600000
1515541916.11,17650.00000,412.21000000,1270.64000,344.27000000,0.02860300,0.19708000,162414.00000,556.00000,0.02717000,2.08000000,246.00000,0.075190,9686.90000,0.088060,0.00064590,659.12000,1535.00000,0.00267000,666.08000,1989.000000,0.000000900,12070.00000,206.02000,0.03276900,0.01707000,1809718.000,0.30000000,1064.10000,0.07563000,0.000039830,32.10400000,0.01675000,2359.600000,0.004061,0.000144940,0.006336,1.77798000,0.00729300,911.080000,0.000369,38.17200000,78.00100,0.045970,1089.448000,14450.10000,0.16233000,1.00600000
1515541919.97,17650.00000,412.21000000,1270.64000,344.27000000,0.02860300,0.19708000,162414.00000,556.00000,0.02717000,2.08000000,246.00000,0.075190,9686.90000,0.088060,0.00064590,659.12000,1535.00000,0.00267000,666.08000,1989.000000,0.000000900,12070.00000,206.02000,0.03276900,0.01707000,1809718.000,0.30000000,1064.10000,0.07563000,0.000039830,32.10400000,0.01675000,2359.600000,0.004061,0.000144940,0.006336,1.77798000,0.00729300,911.080000,0.000369,38.17200000,78.00100,0.045970,1089.448000,14450.10000,0.16233000,1.00600000
1515541923.97,17650.00000,412.21000000,1270.64000,344.27000000,0.02860300,0.19708000,162414.00000,556.00000,0.02717000,2.08000000,246.00000,0.075190,9686.90000,0.088060,0.00064590,659.12000,1535.00000,0.00267000,666.08000,1989.000000,0.000000900,12070.00000,206.02000,0.03276900,0.01707000,1809718.000,0.30000000,1064.10000,0.07563000,0.000039830,32.10400000,0.01675000,2359.600000,0.004061,0.000144940,0.006336,1.77798000,0.00729300,911.080000,0.000369,38.17200000,78.00100,0.045970,1089.448000,14450.10000,0.16233000,1.00600000
1515541928.09,17650.00000,412.21000000,1270.64000,344.27000000,0.02860300,0.19708000,162414.00000,556.00000,0.02717000,2.08000000,246.00000,0.075190,9686.90000,0.088060,0.00064590,659.12000,1535.00000,0.00267000,666.08000,1989.000000,0.000000900,12070.00000,206.02000,0.03276900,0.01707000,1809718.000,0.30000000,1064.10000,0.07563000,0.000039830,32.10400000,0.01675000,2359.600000,0.004061,0.000144940,0.006336,1.77798000,0.00729300,911.080000,0.000369,38.17200000,78.00100,0.045970,1089.448000,14450.10000,0.16233000,1.00600000
1515541932.96,17650.00000,411.72000000,1278.98000,344.57000000,0.02840800,0.19708000,162414.00000,555.59300,0.02717000,2.07000000,246.00000,0.075190,9686.90000,0.088370,0.00064500,663.00000,1535.00000,0.00267000,666.08000,1990.400000,0.000000900,12057.90000,206.33000,0.03276900,0.01707000,1809718.000,0.30000000,1062.77000,0.07563000,0.000039700,32.10400000,0.01675000,2359.600000,0.004063,0.000144960,0.006336,1.75500000,0.00743500,910.412000,0.000369,38.98800000,78.00100,0.045970,1087.676000,14450.00000,0.16233000,1.00600000
