binance_price,kucoin_price,time
0.00657900,0.00659001,1515419081.906912
0.00655600,0.0065759,1515419113.219826
0.00655700,0.00657575,1515419144.6566432
0.00655700,0.00657575,1515419175.7010849
0.00655600,0.00655206,1515419206.7452621
0.00660300,0.00655207,1515419237.943867
0.00659500,0.00656,1515419269.2788858
0.00660200,0.00657584,1515419300.6164548
0.00659400,0.00657585,1515419334.4522371
0.00661000,0.00663493,1515419365.7157571
0.00660700,0.00657586,1515419396.976081
0.00657700,0.00664995,1515419428.116521
0.00660400,0.0065521,1515419459.342855
0.00657700,0.00640001,1515419490.483755
0.00658800,0.0065521,1515419521.714344
0.00659000,0.0065521,1515419552.93094
0.00659100,0.0065521,1515419583.97188
0.00660300,0.00664777,1515419615.308508
0.00660300,0.00664695,1515419646.435509
0.00660200,0.00655216,1515419678.732607
0.00661800,0.0065521,1515419709.8227499
0.00661900,0.00655221,1515419741.0388758
0.00661300,0.00655221,1515419772.234664
0.00660500,0.00655226,1515419803.299032
0.00662500,0.00664676,1515419834.4636931
0.00660400,0.00655226,1515419865.6715672
0.00660000,0.00663476,1515419896.995316
0.00659300,0.00663464,1515419928.228588
0.00660200,0.00655221,1515419959.479338
0.00660200,0.00655251,1515419990.615807
0.00659100,0.00663456,1515420021.850993
0.00659000,0.00655252,1515420052.9569569
0.00660100,0.00655245,1515420086.515198
0.00659700,0.00655252,1515420117.668902
0.00659000,0.00655252,1515420149.0035079
0.00660000,0.00655252,1515420180.160325
0.00660100,0.00655221,1515420211.279988
0.00660200,0.00655221,1515420242.615049
0.00662200,0.00652437,1515420273.759506
0.00664300,0.00662441,1515420305.865372
0.00663300,0.0066244,1515420336.9143429
0.00662700,0.0066244,1515420368.141839
0.00662700,0.00663157,1515420399.331012
0.00662700,0.00663157,1515420430.4319758
0.00662400,0.00663157,1515420461.6638238
0.00661900,0.00663157,1515420492.88808
0.00663800,0.00663489,1515420524.624979
0.00662400,0.00663489,1515420556.0483341
0.00664000,0.00643909,1515420587.399487
0.00664000,0.0064489,1515420618.7162519
0.00664600,0.0066244,1515420649.948076
0.00662300,0.0066244,1515420681.20666
0.00660700,0.0066244,1515420712.412529
0.00656200,0.00644938,1515420743.7287638
0.00656600,0.00662428,1515420774.8064792
0.00659000,0.00662428,1515420807.012993
0.00657600,0.00662428,1515420838.280809
0.00656200,0.00662428,1515420869.648095
0.00658000,0.00662389,1515420901.602964
0.00657100,0.00662384,1515420932.799299
0.00656300,0.00662368,1515420964.024748
0.00656400,0.00655001,1515420995.2459059
0.00653700,0.00655001,1515421026.5116658
0.00655700,0.0065501,1515421057.701656
0.00656100,0.0065501,1515421089.051828
0.00654000,0.00655013,1515421123.666166
0.00655400,0.00655015,1515421154.909219
0.00655400,0.00655016,1515421186.3256
0.00655900,0.00655016,1515421218.706054
0.00655900,0.00655016,1515421250.0168982
0.00656000,0.00660699,1515421281.147576
0.00656000,0.006606,1515421312.414916
0.00655600,0.006606,1515421343.624575
0.00658800,0.006606,1515421375.9700348
0.00659800,0.006606,1515421407.522783
0.00659600,0.006565,1515421438.759718
0.00657200,0.006565,1515421469.90719
0.00656400,0.006565,1515421501.310787
0.00656300,0.006565,1515421532.643776
0.00656500,0.00656401,1515421563.8092659
0.00657300,0.00659994,1515421594.921309
0.00657300,0.00655001,1515421626.4412138
0.00657200,0.00659988,1515421657.570322
0.00656400,0.00659988,1515421688.732139
0.00656400,0.006553,1515421720.965139
0.00656000,0.006579,1515421754.151905
0.00655900,0.006553,1515421788.6445272
0.00655500,0.006553,1515421819.979202
0.00655800,0.006553,1515421870.913901
0.00654300,0.00657989,1515421902.454756
0.00655600,0.006553,1515421933.668631
0.00654400,0.006554,1515421964.702312
0.00654300,0.006553,1515421996.0080278
0.00654300,0.00645526,1515422027.136587
0.00654200,0.006549,1515422058.2861388
0.00654100,0.006549,1515422089.507305
0.00653500,0.006549,1515422120.662582
0.00654000,0.00645905,1515422151.8073878
0.00653300,0.0065479,1515422182.906726
0.00653300,0.0065,1515422214.120495
0.00653400,0.0065,1515422245.45399
0.00653100,0.00651,1515422276.638797
0.00653700,0.006501,1515422307.816465
0.00651400,0.0065479,1515422338.9625611
0.00653800,0.006547,1515422370.17854
0.00651400,0.0065012,1515422401.2236931
0.00654000,0.0065012,1515422432.284968
0.00653600,0.0065214,1515422463.568371
0.00654100,0.00655,1515422495.927352
0.00655300,0.00655,1515422527.261746
0.00655500,0.0065479,1515422558.39347
0.00651000,0.0065479,1515422589.544085
0.00650800,0.0065479,1515422620.6745532
0.00653000,0.0065479,1515422652.2071822
0.00651000,0.0065479,1515422683.4235551
0.00650900,0.0065479,1515422714.714425
0.00653200,0.0065479,1515422745.9905999
0.00652800,0.00654786,1515422777.2358341
0.00652500,0.006501,1515422808.55697
0.00651000,0.006501,1515422839.686794
0.00652600,0.006501,1515422870.817698
0.00654400,0.00654747,1515422902.153346
0.00652900,0.00653999,1515422933.4691489
0.00657700,0.006508,1515422964.6040692
0.00655600,0.00653999,1515422995.9670432
0.00652900,0.00650401,1515423027.286308
0.00652400,0.00650401,1515423059.531936
0.00652300,0.00656341,1515423090.689079
0.00650300,0.00656013,1515423121.8183029
0.00650800,0.00655672,1515423153.1541
0.00649800,0.006502,1515423184.572725
0.00645900,0.006513,1515423215.761121
0.00646100,0.00646901,1515423247.038584
0.00644900,0.00646956,1515423278.1817741
0.00645600,0.00649998,1515423309.501776
0.00645400,0.00645905,1515423340.73407
0.00645700,0.00645905,1515423372.171361
0.00645100,0.00643909,1515423403.2758331
0.00645200,0.00645905,1515423434.9533582
0.00644800,0.00645905,1515423466.08742
0.00644300,0.00645905,1515423497.134763
0.00645100,0.006439,1515423528.230641
0.00644800,0.006439,1515423559.360833
0.00644900,0.006439,1515423590.584385
0.00644100,0.006439,1515423621.663462
0.00645200,0.00649695,1515423652.8675609
0.00644900,0.00649695,1515423683.971974
0.00647000,0.0064969,1515423715.128256
0.00647100,0.00649689,1515423746.613537
0.00648400,0.00640024,1515423777.685917
0.00649800,0.00645,1515423809.046705
0.00647200,0.00640026,1515423840.2619789
0.00647000,0.00645,1515423871.9327638
0.00647900,0.00644999,1515423902.9784372
0.00647300,0.00640054,1515423934.057881
0.00648000,0.006494,1515423965.378943
0.00642600,0.00640069,1515423996.619231
0.00642000,0.00640069,1515424028.0524008
0.00635800,0.00643,1515424059.192445
0.00638200,0.0064007,1515424090.942912
0.00638300,0.00640069,1515424124.5353742
0.00640300,0.006401,1515424156.778524
0.00639100,0.00640012,1515424188.1811998
0.00642300,0.0064,1515424219.554166
0.00642900,0.0064,1515424250.807276
0.00641200,0.0064,1515424281.930399
0.00645500,0.00642899,1515424313.199703
0.00647000,0.00642899,1515424344.417161
0.00647000,0.00642898,1515424375.598036
0.00649900,0.00642899,1515424406.961304
0.00647200,0.00643,1515424438.060886
0.00648000,0.00643004,1515424469.6501708
0.00646900,0.00648995,1515424500.936646
0.00650000,0.00648995,1515424532.63792
0.00647000,0.00649,1515424564.4506
0.00652000,0.00649,1515424595.791552
0.00651800,0.00643017,1515424629.6748219
0.00651200,0.00646,1515424660.710943
0.00653500,0.00646005,1515424691.840487
0.00652000,0.00648,1515424723.414519
0.00652000,0.00648,1515424755.1100118
0.00653500,0.00648005,1515424786.251998
0.00653700,0.00649679,1515424817.3796322
0.00654400,0.0064968,1515424848.508543
0.00656500,0.00656999,1515424879.822294
0.00655200,0.00663,1515424911.158048
0.00656300,0.00664652,1515424942.407937
0.00659400,0.00664641,1515424973.536254
0.00656700,0.00657,1515425013.294657
0.00658000,0.0066499,1515425047.043046
0.00656800,0.0066499,1515425083.521004
0.00656900,0.0066499,1515425119.1538901
0.00658500,0.0066499,1515425152.107007
0.00662700,0.00664636,1515425183.24474
0.00663800,0.00665648,1515425214.419348
0.00664800,0.006679,1515425264.850913
0.00663800,0.00657161,1515425297.065522
0.00660000,0.00657156,1515425328.2526789
0.00661800,0.00657255,1515425359.315976
0.00658300,0.00667982,1515425390.4990652
0.00659100,0.00657281,1515425421.54949
0.00660000,0.00667972,1515425452.773005
0.00659800,0.00667972,1515425484.043166
0.00659300,0.00667971,1515425515.223676
0.00659400,0.00658055,1515425546.778385
0.00655900,0.00669878,1515425578.005715
0.00652800,0.00660001,1515425609.141199
0.00654700,0.00660055,1515425640.477243
0.00653200,0.00660043,1515425671.695094
0.00656500,0.00658005,1515425702.864225
0.00656800,0.00660043,1515425733.953278
0.00660200,0.00667995,1515425765.0338
0.00660200,0.0066755,1515425796.472461
0.00660000,0.00667549,1515425827.7754529
0.00660100,0.0066005,1515425858.8852448
0.00660100,0.0066006,1515425890.132611
0.00660200,0.00665994,1515425921.1995609
0.00659900,0.0066006,1515425953.108629
0.00658200,0.00665999,1515425984.243219
0.00657100,0.00665,1515426015.6739829
0.00657600,0.0066461,1515426047.423603
0.00657700,0.00664,1515426091.576077
0.00660000,0.00660062,1515426127.034893
0.00657800,0.00660062,1515426165.474304
0.00658300,0.00663,1515426205.527894
0.00660200,0.00660062,1515426240.352602
0.00659100,0.00650014,1515426271.560748
0.00663300,0.00660059,1515426306.448352
0.00663100,0.00660059,1515426338.213116
0.00661900,0.00660058,1515426369.269388
0.00662900,0.00660059,1515426400.330534
0.00662800,0.00651023,1515426431.4039779
0.00662900,0.0066006,1515426462.4911711
0.00663000,0.00663,1515426493.591499
0.00664800,0.006511,1515426525.004576
0.00663700,0.00651052,1515426556.164892
0.00665100,0.00663,1515426587.280973
0.00665100,0.00674976,1515426618.439103
0.00665900,0.00674976,1515426649.502485
0.00665700,0.00674976,1515426680.681163
0.00663600,0.00674951,1515426711.8005812
0.00664700,0.00674951,1515426742.932501
0.00664600,0.00674293,1515426793.2964668
0.00662500,0.00674275,1515426824.3391051
0.00664600,0.00666015,1515426855.5860128
0.00664500,0.00666015,1515426887.710647
0.00662200,0.00673977,1515426918.941204
0.00664400,0.00673963,1515426949.993849
0.00663600,0.00673963,1515426981.219027
0.00663800,0.00666017,1515427012.433168
0.00661300,0.00666017,1515427044.24788
0.00661200,0.00650032,1515427075.477718
0.00661700,0.00661015,1515427106.7447748
0.00660100,0.00666011,1515427137.8828092
0.00662600,0.00665988,1515427171.667
0.00662700,0.00665977,1515427202.8994792
0.00662600,0.00661015,1515427234.438427
0.00662300,0.00650065,1515427265.587048
0.00662700,0.00665977,1515427296.715204
0.00663000,0.00650411,1515427328.3421838
0.00664400,0.00661016,1515427359.475196
0.00664000,0.00661051,1515427390.55455
0.00662700,0.00661051,1515427421.6063209
0.00663800,0.00665968,1515427452.987099
0.00663800,0.00661017,1515427484.522032
0.00662700,0.00661017,1515427515.63643
0.00662900,0.00665944,1515427546.779795
0.00662500,0.00664995,1515427577.909167
0.00661600,0.00663995,1515427609.1243389
0.00663800,0.00663995,1515427640.16737
0.00663800,0.006635,1515427671.401729
0.00663700,0.006625,1515427702.482294
0.00663800,0.00662,1515427733.631565
0.00663700,0.00662999,1515427764.87667
0.00664000,0.006621,1515427796.127614
0.00665100,0.00665,1515427827.264621
0.00664900,0.00662101,1515427858.883975
0.00665100,0.00665,1515427890.2181609
0.00665400,0.006621,1515427921.45031
0.00665300,0.00665,1515427952.616739
0.00665200,0.00665944,1515427983.8272488
0.00664000,0.00665944,1515428015.088655
0.00664000,0.00665,1515428046.37963
0.00662800,0.00665008,1515428077.637548
0.00664800,0.00665944,1515428108.9525042
0.00664900,0.00666017,1515428140.2817972
0.00661700,0.00666012,1515428171.441181
0.00665100,0.00666017,1515428202.5305119
0.00664300,0.00666017,1515428233.725385
0.00664400,0.00666018,1515428264.8392441
0.00667300,0.00670983,1515428295.884319
0.00666400,0.00670979,1515428327.165142
0.00666400,0.00666021,1515428358.2663538
0.00665500,0.00662002,1515428389.508951
0.00665600,0.00666022,1515428420.689226
0.00666400,0.00670979,1515428451.808026
0.00668500,0.00670959,1515428483.020364
0.00668700,0.00670954,1515428514.096991
0.00669500,0.00670951,1515428545.296851
0.00669500,0.00670952,1515428576.411167
0.00669800,0.00670953,1515428607.556842
0.00670000,0.00670953,1515428638.743619
0.00670200,0.00670953,1515428669.8258328
0.00670200,0.00670953,1515428703.9121122
0.00672700,0.00670953,1515428734.949333
0.00672000,0.00670951,1515428767.304577
0.00669000,0.00670951,1515428798.329646
0.00670400,0.00670951,1515428829.472146
0.00669300,0.00670951,1515428860.71002
0.00671500,0.00674965,1515428891.909784
0.00669300,0.00670951,1515428923.167541
0.00669300,0.00670951,1515428954.376842
0.00671300,0.00670951,1515428985.534549
0.00671400,0.00674949,1515429017.4555452
0.00671300,0.00674944,1515429048.583193
0.00671300,0.00670949,1515429079.637803
0.00671100,0.0067095,1515429110.677375
0.00671000,0.0067095,1515429141.793528
0.00669500,0.0067095,1515429173.048488
0.00670000,0.0067095,1515429204.233045
0.00670100,0.00670949,1515429235.457233
0.00670200,0.0067,1515429266.6117299
0.00670000,0.00669999,1515429297.754312
0.00671300,0.00670951,1515429329.060443
0.00671600,0.00670951,1515429360.397608
0.00671500,0.00670951,1515429391.526987
0.00671300,0.00670951,1515429422.778501
0.00671200,0.00670951,1515429453.9896939
0.00671300,0.00670951,1515429486.2017071
0.00671000,0.0067,1515429517.3781
0.00671000,0.0067,1515429548.536878
0.00669500,0.00670951,1515429579.75707
0.00669500,0.0067,1515429610.8905978
0.00669900,0.00670951,1515429641.997667
0.00669800,0.0067,1515429673.1418738
0.00671400,0.0067,1515429705.38683
0.00671600,0.0067,1515429736.619721
0.00672400,0.00670951,1515429767.704906
0.00672100,0.00670951,1515429799.411284
0.00673800,0.00666271,1515429830.471199
0.00673700,0.00666671,1515429861.663806
0.00672200,0.00666671,1515429892.934699
0.00673800,0.00666671,1515429924.095484
0.00673800,0.00666671,1515429955.244493
0.00673600,0.0067094,1515429986.440777
0.00673500,0.00670951,1515430017.5803242
0.00672400,0.0067094,1515430048.62248
0.00669400,0.00670951,1515430079.6768692
0.00672200,0.00667255,1515430110.756856
0.00671900,0.00661021,1515430141.922313
0.00671800,0.00661038,1515430173.0518441
0.00671400,0.00662005,1515430204.1411011
0.00672700,0.00663505,1515430235.414291
0.00671400,0.00663511,1515430266.5944479
0.00673500,0.00669999,1515430297.7793548
0.00672200,0.00669995,1515430328.969376
0.00673400,0.0066999,1515430360.025428
0.00672200,0.00669988,1515430391.1685388
0.00672300,0.0066998,1515430422.317555
0.00673300,0.00670951,1515430453.428985
0.00673300,0.0066999,1515430484.55954
0.00673600,0.00669991,1515430516.3311749
0.00674000,0.00669991,1515430547.6280909
0.00673900,0.00670951,1515430578.971722
0.00673000,0.0066999,1515430610.065691
0.00673900,0.00665101,1515430648.000532
0.00672300,0.0066516,1515430679.120096
0.00672500,0.0067095,1515430710.242908
0.00672600,0.00669999,1515430741.317012
0.00673500,0.00665905,1515430772.583033
0.00673500,0.00665905,1515430804.051557
0.00672300,0.00669999,1515430837.4348018
0.00670700,0.00669999,1515430868.665609
0.00672600,0.00669998,1515430899.706013
0.00672600,0.00666999,1515430930.9279501
0.00672500,0.0066999,1515430962.3817751
0.00672800,0.00667024,1515430994.119785
0.00671900,0.00667009,1515431025.354203
0.00671900,0.00667009,1515431056.415583
0.00671900,0.00666312,1515431087.70205
0.00671800,0.00667024,1515431119.037426
0.00670900,0.00667024,1515431150.185782
0.00671800,0.00667024,1515431181.296833
0.00672700,0.00667024,1515431212.875028
0.00671300,0.00667029,1515431244.068435
0.00672700,0.0066999,1515431275.110174
0.00672900,0.0066999,1515431306.1919968
0.00672900,0.0066999,1515431340.224285
0.00672800,0.0066999,1515431371.3705852
0.00673000,0.00668,1515431402.585052
0.00671700,0.00669988,1515431433.832031
0.00672100,0.00670951,1515431465.0501802
0.00672200,0.00670001,1515431496.1810281
0.00671700,0.00670001,1515431527.349013
0.00672500,0.00674943,1515431558.456693
0.00672300,0.00674955,1515431595.714124
0.00673200,0.00679476,1515431660.943579
0.00673200,0.00679474,1515431692.0737438
0.00673100,0.00679479,1515431723.305834
0.00673200,0.00674957,1515431754.454182
0.00673300,0.00674956,1515431785.7278998
0.00673200,0.00674955,1515431817.004677
0.00673200,0.00675,1515431848.141022
0.00673300,0.00672078,1515431879.181207
0.00673200,0.00674755,1515431914.401092
0.00673800,0.00674755,1515431945.5852668
0.00673100,0.00674755,1515431976.6635818
0.00673300,0.00674755,1515432007.880946
0.00673100,0.00674755,1515432038.930464
0.00673500,0.0067205,1515432070.1393049
0.00675500,0.0067205,1515432101.391039
0.00673700,0.0067205,1515432132.458085
0.00673300,0.00672001,1515432163.545103
0.00674200,0.00672019,1515432194.762607
0.00674000,0.00672019,1515432225.893588
0.00674100,0.00672001,1515432263.2693918
0.00674600,0.00672723,1515432294.419733
0.00676100,0.00672723,1515432325.519064
0.00674700,0.0067205,1515432356.5827541
0.00674400,0.00674755,1515432387.712477
0.00675200,0.00678535,1515432419.0209138
0.00675600,0.00672055,1515432450.150441
0.00675500,0.00672055,1515432481.2951849
0.00675400,0.00672055,1515432513.127601
0.00675600,0.00672055,1515432544.177398
0.00675500,0.00672055,1515432578.8894951
0.00674600,0.00672059,1515432610.138768
0.00674300,0.00672059,1515432641.532994
0.00678800,0.00672059,1515432673.2485518
0.00676600,0.00672019,1515432745.058681
0.00676300,0.00672019,1515432781.5428731
0.00675900,0.00672018,1515432812.652276
0.00674900,0.00672019,1515432843.883084
0.00675700,0.00672,1515432875.130774
0.00675700,0.00672,1515432906.448332
0.00675600,0.00672,1515432937.668113
0.00674900,0.00672018,1515432968.892961
0.00675000,0.00672018,1515433000.2662961
0.00675400,0.00672018,1515433031.995852
0.00675600,0.00670013,1515433071.0183182
0.00678600,0.00672019,1515433102.1137779
0.00678700,0.00672059,1515433133.1748748
0.00679000,0.00672024,1515433164.2636118
0.00679000,0.00672019,1515433195.426825
0.00675500,0.00672019,1515433226.520299
0.00678400,0.00669995,1515433257.686791
0.00678000,0.00669995,1515433288.748702
0.00676700,0.00672059,1515433319.827688
0.00676900,0.00672059,1515433350.87988
0.00678600,0.00672058,1515433382.104983
0.00677200,0.00672059,1515433413.559681
0.00677400,0.00672059,1515433444.6012852
0.00677100,0.00670018,1515433475.662969
0.00677300,0.00672059,1515433506.833568
0.00676600,0.00672059,1515433537.985038
0.00677200,0.00672059,1515433569.1950688
0.00679400,0.00672059,1515433600.425271
0.00679300,0.00672059,1515433631.502862
0.00679000,0.00672059,1515433662.619957
0.00678800,0.00672059,1515433734.793848
0.00677400,0.00672059,1515433766.112875
0.00676700,0.00672057,1515433797.379575
0.00676700,0.00672056,1515433828.489681
0.00676700,0.00672056,1515433859.612695
0.00676700,0.00672057,1515433890.7335098
0.00676700,0.00672057,1515433921.903098
0.00676500,0.00672057,1515433961.054757
0.00676400,0.00672059,1515433996.923657
0.00676400,0.00672059,1515434034.980909
0.00676400,0.00672059,1515434066.118049
0.00676200,0.00672055,1515434105.2359529
0.00677000,0.00672059,1515434136.775341
0.00677300,0.00672057,1515434168.7406878
0.00677000,0.00672057,1515434199.883567
0.00675000,0.00672056,1515434230.984926
0.00676300,0.00672057,1515434262.140765
0.00675100,0.00672059,1515434293.450488
0.00676200,0.00672059,1515434324.580587
0.00676900,0.00672059,1515434355.7499251
0.00676800,0.00672059,1515434386.899151
0.00675100,0.00672057,1515434418.1761742
0.00676800,0.00672055,1515434449.306431
0.00676700,0.00672059,1515434480.440874
0.00676500,0.00672059,1515434511.585182
0.00673800,0.00672059,1515434542.7997
0.00676000,0.00672059,1515434573.858718
0.00676600,0.00672059,1515434604.9884539
0.00677400,0.00672059,1515434636.076333
0.00676100,0.00670006,1515434667.234578
0.00676200,0.00670006,1515434698.396171
0.00677000,0.00670001,1515434729.517256
0.00676100,0.00670006,1515434760.650508
0.00676200,0.00672059,1515434791.6924841
0.00677100,0.00672059,1515434830.78396
0.00675800,0.00672059,1515434862.091142
0.00676900,0.0067205,1515434893.226312
0.00677000,0.0067205,1515434924.3722749
0.00677000,0.0067205,1515434955.610479
0.00678700,0.00672059,1515434986.918389
0.00676900,0.00672059,1515435017.98819
0.00676900,0.0067205,1515435049.111886
0.00676900,0.00672059,1515435080.5286322
0.00676300,0.00672059,1515435111.684507
0.00678000,0.00669,1515435184.407022
0.00678100,0.00675,1515435256.699192
0.00677900,0.00674978,1515435287.822308
0.00678700,0.00675,1515435319.109896
0.00678900,0.00678989,1515435350.343044
0.00679000,0.00678989,1515435422.1768541
0.00679700,0.0067901,1515435453.464271
0.00679800,0.00679481,1515435486.254163
0.00679000,0.0068,1515435517.48257
0.00680000,0.0068,1515435548.5248141
0.00680200,0.0068,1515435579.819045
0.00680300,0.0068,1515435614.6584241
0.00680800,0.00684908,1515435645.878298
0.00681300,0.00684908,1515435677.1121879
0.00682800,0.00684908,1515435708.134395
0.00682800,0.00684879,1515435780.554345
0.00682800,0.00684874,1515435811.7559922
0.00681000,0.00684873,1515435842.999182
0.00681600,0.00684868,1515435874.250768
0.00682000,0.0068321,1515435910.994664
0.00684200,0.00683212,1515435942.139843
0.00682900,0.00688152,1515435973.459765
0.00682900,0.00688178,1515436004.616396
0.00682800,0.00688155,1515436035.7960021
0.00685500,0.00684055,1515436067.0561652
0.00683900,0.00688156,1515436098.2802649
0.00683300,0.00685,1515436129.433585
0.00684100,0.00685005,1515436160.753985
0.00686600,0.00688131,1515436233.5309062
0.00686900,0.00694988,1515436264.6946912
0.00688000,0.006956,1515436295.811106
0.00687500,0.00695594,1515436327.26032
0.00687700,0.00687001,1515436358.388644
0.00687600,0.00692995,1515436389.652163
0.00688000,0.00692989,1515436420.776172
0.00688100,0.00687011,1515436451.904653
0.00688100,0.00687256,1515436483.0146089
0.00688300,0.00687255,1515436514.280342
0.00687100,0.00687253,1515436545.4079502
0.00685200,0.00687253,1515436576.4572191
0.00684200,0.0068701,1515436607.586452
0.00684200,0.00687199,1515436638.681719
0.00681300,0.00687256,1515436669.744438
0.00681400,0.00687257,1515436701.131352
0.00683100,0.00687258,1515436732.364915
0.00681500,0.00687258,1515436768.296125
0.00681600,0.00687258,1515436799.3458428
0.00682800,0.00687256,1515436830.4687512
0.00682600,0.00687199,1515436862.006755
0.00683000,0.00687246,1515436893.0894778
0.00682900,0.00687246,1515436924.386858
0.00682600,0.00683201,1515436958.969174
0.00682000,0.00680022,1515437031.747228
0.00679600,0.0068319,1515437062.918407
0.00680000,0.00680011,1515437094.0494678
0.00682100,0.0068,1515437125.1925151
0.00683100,0.0068319,1515437156.718625
0.00682400,0.00687184,1515437195.343842
0.00682500,0.00687173,1515437226.5739388
