,ETHBTC,LTCBTC,BNBBTC,NEOBTC,123456,QTUMETH,EOSETH,SNTETH,BNTETH,BCCBTC,GASBTC,BNBETH,BTCUSDT,ETHUSDT,HSRBTC,OAXETH,DNTETH,MCOETH,ICNETH,MCOBTC,WTCBTC,WTCETH,LRCBTC,LRCETH,QTUMBTC,YOYOBTC,OMGBTC,OMGETH,ZRXBTC,ZRXETH,STRATBTC,STRATETH,SNGLSBTC,SNGLSETH,BQXBTC,BQXETH,KNCBTC,KNCETH,FUNBTC,FUNETH,SNMBTC,SNMETH,NEOETH,IOTABTC,IOTAETH,LINKBTC,LINKETH,XVGBTC,XVGETH,CTRBTC,CTRETH,SALTBTC,SALTETH,MDABTC,MDAETH,MTLBTC,MTLETH,SUBBTC,SUBETH,EOSBTC,SNTBTC,ETCETH,ETCBTC,MTHBTC,MTHETH,ENGBTC,ENGETH,DNTBTC,ZECBTC,ZECETH,BNTBTC,ASTBTC,ASTETH,DASHBTC,DASHETH,OAXBTC,ICNBTC,BTGBTC,BTGETH,EVXBTC,EVXETH,REQBTC,REQETH,VIBBTC,VIBETH,HSRETH,TRXBTC,TRXETH,POWRBTC,POWRETH,ARKBTC,ARKETH,YOYOETH,XRPBTC,XRPETH,MODBTC,MODETH,ENJBTC,ENJETH,STORJBTC,STORJETH,BNBUSDT,VENBNB,YOYOBNB,POWRBNB,VENBTC,VENETH,KMDBTC,KMDETH,NULSBNB,RCNBTC,RCNETH,RCNBNB,NULSBTC,NULSETH,RDNBTC,RDNETH,RDNBNB,XMRBTC,XMRETH,DLTBNB,WTCBNB,DLTBTC,DLTETH,AMBBTC,AMBETH,AMBBNB,BCCETH,BCCUSDT,BCCBNB,BATBTC,BATETH,BATBNB,BCPTBTC,BCPTETH,BCPTBNB,ARNBTC,ARNETH,GVTBTC,GVTETH,CDTBTC,CDTETH,GXSBTC,GXSETH,NEOUSDT,NEOBNB,POEBTC,POEETH,QSPBTC,QSPETH,QSPBNB,BTSBTC,BTSETH,BTSBNB,XZCBTC,XZCETH,XZCBNB,LSKBTC,LSKETH,LSKBNB,TNTBTC,TNTETH,FUELBTC,FUELETH,MANABTC,MANAETH,BCDBTC,BCDETH,DGDBTC,DGDETH,IOTABNB,ADXBTC,ADXETH,ADXBNB,ADABTC,ADAETH,PPTBTC,PPTETH,CMTBTC,CMTETH,CMTBNB,XLMBTC,XLMETH,XLMBNB,CNDBTC,CNDETH,CNDBNB,LENDBTC,LENDETH,WABIBTC,WABIETH,WABIBNB,LTCETH,LTCUSDT,LTCBNB,TNBBTC,TNBETH,WAVESBTC,WAVESETH,WAVESBNB,GTOBTC,GTOETH,GTOBNB,ICXBTC,ICXETH,ICXBNB,OSTBTC,OSTETH,OSTBNB,ELFBTC,ELFETH,AIONBTC,AIONETH,AIONBNB,NEBLBTC,NEBLETH,NEBLBNB,BRDBTC,BRDETH,BRDBNB,MCOBNB,EDOBTC,EDOETH,WINGSBTC,WINGSETH,NAVBTC,NAVETH,NAVBNB,LUNBTC,LUNETH,TRIGBTC,TRIGETH,TRIGBNB,APPCBTC,APPCETH,APPCBNB
1515537088.38,0.08923900,0.01695000,0.00118200,0.00879100,0.00030000,0.04032300,0.00732000,0.00033610,0.00766000,0.16296200,0.00433200,0.01326600,14409.98000000,1284.01000000,0.00142700,0.00172000,0.00025458,0.01294500,0.00431750,0.00115300,0.00090903,0.01028000,0.00013575,0.00152000,0.00358800,0.00003016,0.00176300,0.01973000,0.00015862,0.00178033,0.00134500,0.01524200,0.00002604,0.00029035,0.00064130,0.00710030,0.00038281,0.00433060,0.00001255,0.00014058,0.00004338,0.00048210,0.09850000,0.00024675,0.00274100,0.00009000,0.00101917,0.00001309,0.00014650,0.00020530,0.00230790,0.00097000,0.01111500,0.00023495,0.00266440,0.00044600,0.00505900,0.00020429,0.00228890,0.00064707,0.00003022,0.02841100,0.00253400,0.00003338,0.00037998,0.00053912,0.00600380,0.00002318,0.04535900,0.50800000,0.00067873,0.00012100,0.00139550,0.07600700,0.85175000,0.00015131,0.00038750,0.01660000,0.18687700,0.00035729,0.00406870,0.00006229,0.00068996,0.00004480,0.00050200,0.01600000,0.00000820,0.00009199,0.00011507,0.00128103,0.00064220,0.00716800,0.00034000,0.00014001,0.00156504,0.00078610,0.00897200,0.00002635,0.00029792,0.00017853,0.00200000,17.02000000,0.27040000,0.02558000,0.09769000,0.00031960,0.00359991,0.00062840,0.00700100,0.45254000,0.00003132,0.00035457,0.02634000,0.00054536,0.00600101,0.00058115,0.00645000,0.47862000,0.02904800,0.32561000,0.06043000,0.77410000,0.00007102,0.00080000,0.00009190,0.00101331,0.07744000,1.86688000,2353.48000000,138.01000000,0.00006139,0.00069000,0.05251000,0.00012059,0.00135000,0.10038000,0.00036046,0.00406000,0.00214080,0.02380000,0.00001745,0.00019127,0.00049990,0.00560000,126.53600000,7.43000000,0.00001068,0.00011982,0.00004641,0.00052055,0.03930000,0.00004668,0.00052314,0.03957000,0.00660900,0.07460000,5.55900000,0.00208340,0.02367400,1.77270000,0.00002547,0.00028311,0.00002458,0.00027999,0.00001730,0.00019400,0.00245600,0.02787000,0.01668700,0.18240000,0.20568000,0.00022534,0.00252350,0.19185000,0.00005576,0.00062439,0.00374990,0.04297300,0.00003637,0.00040959,0.03103000,0.00003980,0.00044599,0.03364000,0.00001026,0.00011384,0.00868000,0.00002350,0.00026187,0.00035606,0.00400000,0.30000000,0.19001000,244.03000000,14.34000000,0.00001777,0.00019915,0.00089980,0.01008600,0.76280000,0.00005148,0.00058305,0.04335000,0.00083890,0.00941100,0.71173000,0.00005835,0.00065995,0.04846000,0.00017255,0.00193501,0.00074300,0.00839600,0.63229000,0.00322140,0.03615000,2.87405000,0.00017229,0.00193000,0.14635000,0.96182000,0.00045700,0.00511000,0.00014291,0.00161010,0.00026030,0.00292900,0.21701000,0.00436050,0.04950000,0.00042290,0.00473800,0.35562000,0.00024579,0.00278470,0.21394000
1515537093.36,0.08914400,0.01692000,0.00118190,0.00878600,0.00030000,0.04032300,0.00731700,0.00033610,0.00766000,0.16296200,0.00433200,0.01326500,14409.96000000,1284.01000000,0.00142500,0.00172000,0.00025458,0.01294500,0.00431750,0.00115300,0.00090903,0.01028000,0.00013568,0.00152100,0.00358800,0.00003016,0.00176000,0.01973000,0.00015862,0.00178033,0.00134500,0.01524200,0.00002604,0.00029035,0.00064130,0.00710030,0.00038002,0.00433060,0.00001260,0.00014010,0.00004340,0.00048210,0.09850000,0.00024503,0.00274100,0.00008999,0.00101917,0.00001309,0.00014615,0.00020806,0.00230790,0.00097400,0.01111500,0.00023495,0.00266440,0.00044100,0.00495000,0.00020313,0.00228890,0.00064707,0.00003022,0.02841100,0.00253600,0.00003322,0.00037998,0.00053912,0.00605730,0.00002318,0.04535000,0.50800000,0.00067890,0.00012107,0.00139510,0.07600600,0.85181000,0.00015131,0.00038750,0.01665800,0.18687700,0.00035729,0.00406870,0.00006229,0.00068996,0.00004480,0.00050200,0.01600000,0.00000819,0.00009185,0.00011507,0.00128103,0.00064960,0.00716900,0.00034000,0.00014000,0.00156503,0.00078610,0.00897200,0.00002635,0.00029792,0.00017600,0.00200000,17.03000000,0.27040000,0.02558000,0.09769000,0.00031960,0.00358000,0.00062840,0.00700100,0.45254000,0.00003132,0.00035457,0.02634000,0.00054536,0.00600101,0.00057567,0.00645000,0.47862000,0.02894100,0.32561000,0.06043000,0.77410000,0.00007102,0.00080000,0.00009190,0.00101331,0.07744000,1.82005000,2353.48000000,138.01000000,0.00006160,0.00069001,0.05251000,0.00012059,0.00135000,0.10038000,0.00035848,0.00405000,0.00214080,0.02380000,0.00001734,0.00019127,0.00049990,0.00560000,126.53600000,7.43000000,0.00001068,0.00011977,0.00004641,0.00052055,0.03930000,0.00004675,0.00052314,0.03957000,0.00660900,0.07460000,5.55900000,0.00208340,0.02367400,1.77270000,0.00002548,0.00028311,0.00002458,0.00027999,0.00001730,0.00019400,0.00245600,0.02787000,0.01668700,0.18623000,0.20568000,0.00022534,0.00252350,0.19185000,0.00005570,0.00062439,0.00370610,0.04297300,0.00003637,0.00040959,0.03103000,0.00003979,0.00044517,0.03364000,0.00001026,0.00011389,0.00868000,0.00002351,0.00026187,0.00035784,0.00400000,0.30000000,0.19000000,244.03000000,14.34000000,0.00001777,0.00019915,0.00089980,0.01008600,0.76280000,0.00005148,0.00058305,0.04335000,0.00083890,0.00940900,0.71173000,0.00005858,0.00065995,0.04846000,0.00017255,0.00193649,0.00074500,0.00839600,0.63229000,0.00325830,0.03615000,2.87405000,0.00017199,0.00193000,0.14635000,0.96182000,0.00045750,0.00511000,0.00014291,0.00161010,0.00026030,0.00292900,0.21701000,0.00436010,0.04800800,0.00042290,0.00473800,0.35562000,0.00024579,0.00278470,0.21394000
