,USDT_REP,BTC_CVC,BTC_XVC,BTC_PINK,BTC_SYS,BTC_EMC2,BTC_RADS,BTC_SC,BTC_MAID,BTC_BCH,BTC_GNT,BTC_BCN,BTC_REP,BTC_BCY,BTC_GNO,XMR_NXT,USDT_ZEC,BTC_FCT,BTC_GAS,USDT_ETH,USDT_BTC,BTC_LBC,BTC_DCR,USDT_ETC,ETH_OMG,BTC_AMP,BTC_XPM,BTC_NXT,BTC_VTC,ETH_STEEM,XMR_BLK,BTC_PASC,XMR_ZEC,BTC_GRC,BTC_NXC,BTC_BTCD,BTC_LTC,BTC_DASH,BTC_STORJ,ETH_ZEC,BTC_ZEC,BTC_BURST,ETH_ZRX,BTC_BELA,BTC_STEEM,BTC_ETC,BTC_ETH,BTC_HUC,BTC_STRAT,BTC_LSK,BTC_EXP,BTC_CLAM,ETH_REP,XMR_DASH,ETH_CVC,USDT_BCH,BTC_ZRX,USDT_DASH,BTC_BLK,BTC_XRP,USDT_NXT,BTC_NEOS,BTC_OMG,BTC_BTS,BTC_DOGE,ETH_GNT,BTC_SBD,ETH_GNO,BTC_XCP,USDT_LTC,BTC_BTM,USDT_XMR,ETH_LSK,BTC_OMNI,BTC_NAV,BTC_FLDC,ETH_BCH,BTC_XBC,BTC_DGB,XMR_BTCD,BTC_VRC,BTC_RIC,XMR_MAID,BTC_STR,BTC_POT,BTC_XMR,BTC_VIA,BTC_XEM,BTC_NMC,ETH_ETC,XMR_LTC,BTC_ARDR,ETH_GAS,BTC_FLO,USDT_XRP,BTC_GAME,BTC_PPC,XMR_BCN,USDT_STR
1515537088.7,93.29443987,0.00007712,0.00006300,0.00000590,0.00006050,0.00005780,0.00091713,0.00000340,0.00007888,0.16289380,0.00007431,0.00000086,0.00645992,0.00008887,0.02546606,0.00113892,653.03272942,0.00470148,0.00435647,1277.80000017,14525.00000011,0.00007500,0.00801576,36.19453978,0.02003863,0.00007208,0.00007265,0.00003328,0.00045190,0.00464480,0.00215877,0.00033617,1.57496305,0.00001354,0.00004973,0.02625436,0.01695302,0.07599970,0.00018112,0.51400000,0.04500063,0.00000636,0.00179429,0.00003108,0.00040759,0.00249553,0.08759114,0.00002852,0.00135101,0.00207392,0.00050683,0.00086350,0.07322856,2.59112214,0.00088649,2368.17178935,0.00015820,1097.54435903,0.00006304,0.00014145,0.48607195,0.00100260,0.00174799,0.00004675,0.00000094,0.00084554,0.00053235,0.29058035,0.00415850,246.41906497,0.00022162,421.31086026,0.02391860,0.00745338,0.00025714,0.00000569,1.84000002,0.01167424,0.00000775,0.90975346,0.00012008,0.00002840,0.00271972,0.00003982,0.00002586,0.02889001,0.00045805,0.00010422,0.00037904,0.02847988,0.58633000,0.00010600,0.04920001,0.00001945,2.05504144,0.00042507,0.00046154,0.00003012,0.57599999
1515537093.69,93.29443987,0.00007712,0.00006300,0.00000590,0.00006050,0.00005780,0.00093011,0.00000342,0.00007888,0.16289380,0.00007431,0.00000086,0.00645992,0.00008887,0.02546606,0.00113892,653.03272942,0.00470148,0.00435647,1277.80000017,14525.00000011,0.00007500,0.00801576,36.19453978,0.02003863,0.00007208,0.00007265,0.00003328,0.00045190,0.00464480,0.00215877,0.00033617,1.57496305,0.00001354,0.00004973,0.02607293,0.01695302,0.07599962,0.00017978,0.51400000,0.04500063,0.00000636,0.00179429,0.00003108,0.00040726,0.00249553,0.08809497,0.00002852,0.00135101,0.00207237,0.00050709,0.00086350,0.07322856,2.59112214,0.00088649,2368.17178935,0.00015820,1097.54435903,0.00006304,0.00014145,0.48607195,0.00100260,0.00174799,0.00004675,0.00000094,0.00084554,0.00053235,0.29058035,0.00415850,246.41906497,0.00022162,421.31086026,0.02349394,0.00745338,0.00025714,0.00000569,1.84000002,0.01167424,0.00000775,0.90975346,0.00012156,0.00002840,0.00271972,0.00003980,0.00002598,0.02889001,0.00045805,0.00010421,0.00037904,0.02847988,0.58633000,0.00010600,0.04920001,0.00001945,2.05504144,0.00042507,0.00046154,0.00003012,0.57599999
