,ACT-BTC,ACT-ETH,AION-BTC,AION-ETH,AMB-BTC,AMB-ETH,BCD-BTC,BCD-ETH,BCH-BTC,BCH-ETH,BCH-KCS,BCH-NEO,BCH-USDT,BCPT-BTC,BCPT-ETH,BHC-BTC,BNTY-BTC,BNTY-ETH,BTC-USDT,BTG-BTC,BTG-ETH,BTM-BTC,BTM-ETH,CAG-BTC,CAG-ETH,CAG-KCS,CAN-BTC,CAN-ETH,CFD-BTC,CFD-ETH,CVC-BTC,CVC-ETH,DASH-BTC,DASH-ETH,DASH-KCS,DBC-BTC,DBC-ETH,DBC-NEO,DBC-USDT,DENT-BTC,DENT-ETH,DENT-NEO,DGB-BTC,DGB-ETH,DRGN-BTC,DRGN-ETH,DRGN-NEO,ELIX-BTC,ELIX-ETH,EOS-BTC,EOS-ETH,EOS-NEO,ETC-BTC,ETC-ETH,ETC-KCS,ETH-BTC,ETH-USDT,EVX-BTC,EVX-ETH,FLIXX-BTC,FLIXX-ETH,GAS-BTC,GAS-KCS,GAS-NEO,GVT-BTC,GVT-ETH,HSR-BTC,HSR-ETH,HST-BTC,HST-ETH,KCS-BTC,KCS-ETH,KCS-USDT,KNC-BTC,KNC-ETH,LA-BTC,LA-ETH,LEND-BTC,LEND-ETH,LTC-BTC,LTC-ETH,LTC-NEO,MOD-BTC,MOD-ETH,MOD-KCS,MOD-NEO,MTH-BTC,MTH-ETH,NEBL-ETH,NEO-BTC,NEO-ETH,NEO-KCS,NEO-USDT,NULS-BTC,NULS-ETH,OMG-BTC,OMG-ETH,ONION-BTC,ONION-ETH,PAY-BTC,PAY-ETH,PBL-BTC,PBL-ETH,POE-BTC,POE-ETH,POLL-BTC,POLL-ETH,POWR-BTC,POWR-ETH,PPT-BTC,PPT-ETH,PRL-BTC,PRL-ETH,PRL-NEO,PURA-BTC,PURA-ETH,QLC-BTC,QLC-ETH,QLC-NEO,QSP-BTC,QSP-ETH,QTUM-BTC,QTUM-NEO,R-BTC,R-ETH,RDN-BTC,RDN-ETH,REQ-BTC,REQ-ETH,RHOC-BTC,RHOC-ETH,RPX-BTC,RPX-ETH,RPX-KCS,RPX-NEO,SNM-BTC,SNM-ETH,SNOV-BTC,SNOV-ETH,SNT-BTC,SNT-ETH,STX-BTC,STX-ETH,SUB-BTC,SUB-ETH,TFL-BTC,TFL-ETH,UKG-BTC,UKG-ETH,UTK-BTC,UTK-ETH,VEN-BTC,VEN-ETH,WTC-BTC,XAS-BTC,XAS-ETH,XLR-BTC,XLR-ETH,XRB-BTC,XRB-ETH
1515537088.81,9.346e-05,0.001061,0.00077999,0.008999,9.348e-05,0.0011,0.00613655,0.068004,0.1608,1.8105,141.8957,17.069,2320.0,0.000125,0.001609,1.81e-05,5.556e-05,0.000633,14510.000001,0.04369002,0.692993,4.075e-05,0.000468,0.00010296,0.00118,0.0899,0.000256,0.002883,5.05e-06,0.000324,7.691e-05,0.000841,0.07538,0.825002,61.0,4.64e-05,0.000522,0.0049,0.66788,6.65e-06,7.4e-05,0.000724,7.73e-06,8.9e-05,0.00034781,0.00399,0.038499,0.000168,0.002,0.00064798,0.007409,0.0767,0.00249797,0.026642,2.2992,0.08787,1280.0,0.00037777,0.00412,5.52e-05,0.000625,0.00450998,4.3984,0.51768,0.00215582,0.025149,0.00148083,0.017,0.00032103,0.003848,0.00116329,0.013195,16.99,0.00040386,0.004422,0.00010996,0.00117,2.465e-05,0.000282,0.01680556,0.195,1.840004,0.00079986,0.009103,0.7344,0.0998,3.495e-05,0.000402,0.038944,0.009119,0.10159,7.43,131.79,0.00055006,0.00655,0.0018,0.020999,0.0011999,0.012607,0.00026697,0.003038,0.00025859,0.002812,1.137e-05,0.000132,0.0007499,0.009058,0.00011637,0.001306,0.00371904,0.047,0.00026599,0.003,0.031085,4.33e-05,0.00049,8.87e-05,0.00099,0.009445,4.799e-05,0.00055,0.00364479,0.4109,8.05e-05,0.00097,0.0005884,0.00684,6.59e-05,0.00073,0.00019192,0.002128,4.573e-05,0.000523,0.038,0.005112,4.599e-05,0.000521,2.895e-05,0.000327,3.191e-05,0.00038,0.00010884,0.001172,0.0002089,0.00244,0.00036499,0.004433,0.00011965,0.001381,7.7e-05,0.000881,0.00032572,0.003702,0.00091002,9.55e-05,0.001175,0.00319137,0.04,0.00215,0.0249
1515537093.82,9.33e-05,0.001061,0.00077999,0.008999,9.348e-05,0.0011,0.00613655,0.068004,0.1608,1.8105,141.8957,17.069,2320.0,0.000125,0.001609,1.81e-05,5.556e-05,0.000633,14510.000001,0.04369002,0.692993,4.075e-05,0.000468,0.00010296,0.00118,0.0899,0.000255,0.002925,5.05e-06,0.000324,7.691e-05,0.000841,0.07538,0.825002,61.0,4.64e-05,0.000522,0.0049,0.66788,6.65e-06,7.5e-05,0.000724,7.75e-06,8.9e-05,0.00034781,0.00399,0.038499,0.000168,0.002,0.00064798,0.007409,0.0767,0.00249797,0.026642,2.2992,0.08787001,1280.0,0.00037777,0.00412,5.511e-05,0.000625,0.00430111,4.3984,0.51768,0.00215582,0.025149,0.00148083,0.017,0.00032,0.003848,0.00116329,0.013195,16.99,0.00040386,0.004422,0.00010996,0.00117,2.465e-05,0.000282,0.01680555,0.195,1.840004,0.00079986,0.009103,0.7344,0.0998,3.495e-05,0.000402,0.038944,0.00911989,0.101619,7.3001,131.79,0.00055006,0.00655,0.0018,0.020999,0.0011999,0.012607,0.00026697,0.003,0.00025859,0.002812,1.137e-05,0.000132,0.0007499,0.00898,0.00011637,0.001306,0.00371904,0.047,0.00026599,0.003,0.031085,4.33e-05,0.00049,8.801e-05,0.00099,0.009445,4.799e-05,0.00055,0.00364479,0.4109,8.05e-05,0.00097,,0.00684,6.59e-05,0.000728,0.00019192,0.002117,4.559e-05,0.000523,0.038,0.005112,4.599e-05,0.000521,2.897e-05,0.000327,3.191e-05,0.00038,0.00010884,0.001172,0.0002089,0.00244,0.00036499,0.004433,0.00011965,0.001381,7.7e-05,0.000881,,0.003762,0.00091002,9.55e-05,0.001175,0.00319137,0.040999,0.00215,0.024899
