poloniex_price,binance_price,kucoin_price,time
0.00230574,0.00227800,0.00232217,1514991417.7677681
0.00230574,0.00225700,0.00232217,1514991448.693801
0.00230574,0.00227800,0.00232217,1514991479.513313
0.00230574,0.00225900,0.00232217,1514991510.201068
0.00230574,0.00225500,0.00232217,1514991540.824419
0.00230574,0.00224900,0.00232217,1514991571.536768
0.00230574,0.00224900,0.00232217,1514991602.2922392
0.00230574,0.00225300,0.00232217,1514991633.011501
0.00230574,0.00225500,0.00232217,1514991663.7319832
0.00230574,0.00225500,0.00232217,1514991696.089707
0.00230574,0.00225500,0.00232217,1514991726.884491
0.00230574,0.00225500,0.00232217,1514991757.8125901
0.00230574,0.00225100,0.00232217,1514991789.8891652
0.00230573,0.00224500,0.00232217,1514991822.606754
0.00230573,0.00225600,0.00232217,1514991853.258385
0.00230573,0.00227900,0.00232217,1514991884.09972
0.00230573,0.00227400,0.00232217,1514991915.0263329
0.00230860,0.00227400,0.00232217,1514991945.9491851
0.00230573,0.00227400,0.00232217,1514991976.668488
0.00230573,0.00227400,0.00232217,1514992007.277716
0.00230573,0.00227400,0.00232227,1514992038.619807
0.00230573,0.00227400,0.00252271,1514992071.559328
0.00230573,0.00227900,0.00252271,1514992102.316586
0.00230573,0.00228200,0.00252271,1514992133.140922
0.00230573,0.00227500,0.00252271,1514992163.857472
0.00230574,0.00227300,0.00252271,1514992194.6806688
0.00230573,0.00227400,0.00252271,1514992226.01651
0.00230573,0.00225000,0.00252271,1514992256.838552
0.00230573,0.00228200,0.00252271,1514992287.516363
0.00230573,0.00228200,0.00252271,1514992318.2784672
0.00230573,0.00228400,0.00252271,1514992348.9989839
0.00230573,0.00220000,0.00252271,1514992379.700581
0.00230573,0.00216600,0.00252271,1514992410.449756
0.00230573,0.00216600,0.00252271,1514992444.128872
0.00230573,0.00215100,0.00252271,1514992476.797241
0.00230573,0.00219800,0.00252271,1514992507.9281542
0.00230573,0.00219700,0.0023,1514992538.645979
0.00230573,0.00224800,0.0023,1514992569.367126
0.00230573,0.00227400,0.0023,1514992600.0575402
0.00230573,0.00223700,0.0023,1514992634.7577112
0.00230573,0.00226700,0.0023,1514992665.426805
0.00230573,0.00226400,0.0023,1514992696.133249
0.00230573,0.00226400,0.0023,1514992726.962795
0.00230573,0.00224500,0.0023,1514992758.4007208
0.00230573,0.00224600,0.0023,1514992789.121375
0.00230573,0.00224400,0.0023,1514992820.486402
0.00231770,0.00224000,0.0023,1514992851.084981
0.00231770,0.00224500,0.00208,1514992881.6851032
0.00231770,0.00224000,0.00208,1514992912.556842
0.00230574,0.00224600,0.00208,1514992943.1997828
0.00235416,0.00224600,0.00208,1514992973.923351
0.00230574,0.00224600,0.00208,1514993004.568508
0.00230573,0.00224700,0.00208,1514993035.499018
0.00230574,0.00224700,0.00208,1514993066.207797
0.00230573,0.00226000,0.00208,1514993096.9918
0.00230573,0.00224200,0.00208,1514993127.709045
0.00230573,0.00225900,0.00208,1514993158.487102
0.00230573,0.00225900,0.00208,1514993189.104116
0.00230574,0.00226800,0.00208,1514993219.825061
0.00230574,0.00226800,0.00208,1514993250.751065
0.00230574,0.00228200,0.00208,1514993281.519867
0.00230573,0.00226400,0.00208,1514993312.1915221
0.00230573,0.00226000,0.00208,1514993343.117407
0.00230573,0.00225300,0.00208,1514993375.680855
0.00230575,0.00225300,0.00208,1514993406.462174
0.00230573,0.00225800,0.00208,1514993437.223792
0.00230573,0.00224400,0.00208,1514993468.0619462
0.00230573,0.00224000,0.00208,1514993498.785496
0.00230573,0.00221200,0.00208,1514993530.513144
0.00230573,0.00221200,0.00208,1514993561.211731
0.00230573,0.00223400,0.00208,1514993593.07852
0.00230573,0.00221600,0.00208,1514993623.7512891
0.00230573,0.00223500,0.00208,1514993654.525135
0.00230573,0.00226300,0.00208,1514993685.110325
0.00230575,0.00225300,0.00208,1514993717.044745
0.00230575,0.00225300,0.00208,1514993747.702176
0.00230575,0.00227600,0.00208,1514993779.063742
0.00230575,0.00225700,0.00208,1514993809.738219
0.00230573,0.00225500,0.00208,1514993840.482253
0.00230573,0.00225000,0.00208,1514993871.1490161
0.00230574,0.00225700,0.00208,1514993901.85445
0.00230573,0.00225700,0.00208,1514993932.5012102
0.00230573,0.00225700,0.00208,1514993963.4643068
0.00230573,0.00225000,0.00208,1514993995.004776
0.00230573,0.00224600,0.00208,1514994027.258216
0.00230573,0.00225000,0.00208,1514994057.9122078
0.00230573,0.00225000,0.00208,1514994088.80413
0.00230573,0.00225800,0.00208,1514994119.524074
0.00230573,0.00224600,0.00208,1514994150.244041
0.00230573,0.00225800,0.00208,1514994180.8542771
0.00230573,0.00225800,0.00208,1514994211.59507
0.00230573,0.00225800,0.00208,1514994243.326771
0.00230573,0.00225800,0.00208,1514994274.0811431
0.00230573,0.00225800,0.00208,1514994304.766788
0.00230573,0.00226100,0.00208,1514994335.438406
0.00230573,0.00227500,0.00208,1514994366.615992
0.00230573,0.00227400,0.00208,1514994397.645616
0.00230573,0.00225800,0.00208,1514994429.798026
0.00230573,0.00226000,0.00208,1514994460.554352
0.00230573,0.00225100,0.00208,1514994491.3408298
0.00230573,0.00225000,0.00208,1514994522.780382
0.00230573,0.00225000,0.00208,1514994553.806172
0.00230573,0.00225000,0.00208,1514994584.935921
0.00230573,0.00224500,0.00208,1514994615.5578182
0.00230573,0.00225900,0.00208,1514994647.299665
0.00230573,0.00225900,0.00208,1514994678.019978
0.00230573,0.00225800,0.00208,1514994708.739796
0.00230573,0.00225800,0.00208,1514994739.455977
0.00230573,0.00226600,0.002258,1514994770.6921659
0.00230573,0.00225200,0.002258,1514994801.519423
0.00230573,0.00226100,0.002258,1514994832.234804
0.00230573,0.00227500,0.002258,1514994865.963052
0.00230573,0.00228200,0.002258,1514994897.339563
0.00230573,0.00227800,0.002258,1514994929.9254138
0.00230573,0.00227800,0.002258,1514994960.761987
0.00230618,0.00226000,0.002258,1514994991.469419
0.00230573,0.00227500,0.0022998,1514995022.2937548
0.00230573,0.00227500,0.0022998,1514995053.013237
0.00230573,0.00226200,0.0022998,1514995083.834133
0.00230573,0.00227500,0.0022998,1514995115.678853
0.00230573,0.00227000,0.0022998,1514995146.524498
0.00230573,0.00227100,0.0022998,1514995177.2059362
0.00230618,0.00227300,0.0022998,1514995208.766765
0.00230574,0.00225600,0.0022998,1514995239.483347
0.00230574,0.00226000,0.0022998,1514995270.383494
0.00230574,0.00225900,0.0022998,1514995301.079898
0.00230574,0.00224900,0.0022998,1514995331.720285
0.00230574,0.00225000,0.0022998,1514995370.4551601
0.00230573,0.00224900,0.0022998,1514995401.1486988
0.00230618,0.00225400,0.0022998,1514995431.924279
0.00230573,0.00225400,0.0022998,1514995462.644001
0.00230573,0.00225400,0.0022998,1514995493.3352718
0.00230573,0.00224200,0.0022998,1514995524.5676181
0.00230573,0.00224600,0.0022998,1514995556.7213771
0.00230619,0.00224600,0.0022998,1514995587.54781
0.00230573,0.00223500,0.0022998,1514995619.084974
0.00230573,0.00221000,0.0022998,1514995649.802619
0.00230573,0.00223300,0.0022998,1514995680.55444
0.00230573,0.00221200,0.002096,1514995711.156105
0.00230573,0.00223400,0.002096,1514995742.809032
0.00230573,0.00225100,0.002096,1514995773.4604359
0.00230573,0.00222400,0.002096,1514995804.225736
0.00230573,0.00222500,0.002096,1514995835.00468
0.00230573,0.00224000,0.002096,1514995865.666674
0.00230573,0.00222000,0.002096,1514995897.2061598
0.00230573,0.00222300,0.002096,1514995927.908438
0.00230573,0.00222300,0.002096,1514995958.5431502
0.00230573,0.00222900,0.00229098,1514995989.2633102
0.00230573,0.00220900,0.00229098,1514996020.0860522
0.00230573,0.00215000,0.00229098,1514996050.895108
0.00230619,0.00217700,0.00229098,1514996081.5843918
0.00230619,0.00216900,0.00229098,1514996113.4730399
0.00230619,0.00215500,0.00229098,1514996144.1978009
0.00230619,0.00215700,0.00229098,1514996175.149214
0.00230619,0.00217100,0.00229098,1514996206.04538
0.00230619,0.00219000,0.00229098,1514996236.709517
0.00230620,0.00220000,0.00229098,1514996267.4882472
0.00230620,0.00219900,0.00229098,1514996298.072128
0.00230620,0.00219700,0.00229098,1514996328.8247921
0.00230620,0.00219700,0.00229098,1514996359.544291
0.00230620,0.00219700,0.00229098,1514996392.8921301
0.00230619,0.00215100,0.00229098,1514996425.2298932
0.00230619,0.00219400,0.00229098,1514996455.980465
0.00230619,0.00217600,0.00229098,1514996486.608922
0.00230620,0.00216600,0.00229098,1514996517.344579
0.00230620,0.00217800,0.00229098,1514996548.680465
0.00230620,0.00216600,0.00229098,1514996583.496156
0.00230620,0.00217800,0.00228,1514996614.3208802
0.00230620,0.00217600,0.00228,1514996645.9610949
0.00230620,0.00217600,0.00228,1514996676.7125812
0.00230620,0.00217600,0.00227998,1514996708.1494
0.00230620,0.00217700,0.00227998,1514996738.909801
0.00230620,0.00216100,0.00227998,1514996769.5115142
0.00230620,0.00216100,0.00227998,1514996800.104901
0.00230620,0.00216100,0.00227998,1514996830.796761
0.00230620,0.00217500,0.00227998,1514996861.709527
0.00230620,0.00217300,0.00227998,1514996892.751559
0.00230620,0.00216700,0.00227998,1514996923.575556
0.00230620,0.00216500,0.00227998,1514996954.294284
0.00230620,0.00216500,0.00227998,1514996985.015671
0.00230620,0.00215200,0.00227998,1514997015.693253
0.00230620,0.00215200,0.00227998,1514997046.354238
0.00230621,0.00217600,0.00227998,1514997077.895224
0.00230621,0.00217800,0.00227998,1514997108.576329
0.00230573,0.00218700,0.00227998,1514997139.2340999
0.00230573,0.00217700,0.00227998,1514997169.832484
0.00230621,0.00220000,0.00227998,1514997200.5406258
0.00230621,0.00218700,0.00227998,1514997233.338669
0.00230621,0.00219700,0.00227998,1514997264.509665
0.00230621,0.00219500,0.00227998,1514997295.496046
0.00230621,0.00221000,0.00227998,1514997326.2172081
0.00230621,0.00221000,0.00227998,1514997356.877162
0.00230621,0.00221000,0.00227998,1514997388.7147589
0.00230621,0.00220700,0.00227998,1514997419.3661172
0.00230621,0.00220000,0.00227998,1514997450.0174038
0.00230621,0.00220400,0.00227998,1514997480.775445
0.00230621,0.00220400,0.00227998,1514997512.380878
0.00230621,0.00220500,0.00227998,1514997543.203891
0.00230621,0.00220500,0.00227998,1514997574.7424371
0.00230621,0.00220500,0.00227998,1514997605.977462
0.00230597,0.00221000,0.00227998,1514997636.9017391
0.00230573,0.00225500,0.00227998,1514997668.645418
0.00230573,0.00222100,0.00227998,1514997699.5705411
0.00230573,0.00223900,0.00227998,1514997731.931764
0.00230573,0.00225300,0.00227998,1514997762.535109
0.00230573,0.00222700,0.00227998,1514997793.360617
0.00230573,0.00221700,0.00227998,1514997824.910123
0.00230573,0.00221000,0.00227998,1514997855.63076
0.00230596,0.00221200,0.00227998,1514997886.5532029
0.00230573,0.00221000,0.00227998,1514997917.6721
0.00230573,0.00223000,0.00227998,1514997948.403977
0.00230573,0.00224600,0.00227998,1514997979.22864
0.00230573,0.00223700,0.00227998,1514998010.052267
0.00230573,0.00222500,0.00227998,1514998040.770838
0.00230573,0.00222800,0.00227998,1514998071.460207
0.00230573,0.00222800,0.00227998,1514998102.315736
0.00230573,0.00221100,0.00227998,1514998133.138106
0.00230573,0.00222800,0.00227998,1514998163.96167
0.00230573,0.00223000,0.00227998,1514998194.6810298
0.00230573,0.00223000,0.00227998,1514998226.4276018
0.00230573,0.00223000,0.00227998,1514998257.042597
0.00230573,0.00223000,0.00227998,1514998287.736876
0.00230573,0.00222000,0.00227998,1514998318.5867782
0.00229675,0.00223000,0.00227998,1514998349.40886
0.00229675,0.00223000,0.00227998,1514998380.217369
0.00228999,0.00221600,0.00227998,1514998411.529216
0.00228065,0.00221800,0.00227998,1514998442.28827
0.00227424,0.00221800,0.00227998,1514998472.905849
0.00227412,0.00221800,0.00227998,1514998503.72736
0.00226688,0.00221900,0.00227998,1514998534.550869
0.00226000,0.00221800,0.00227998,1514998565.217553
0.00224481,0.00222500,0.00227998,1514998595.9650528
0.00224931,0.00222500,0.00227998,1514998626.6084921
0.00224931,0.00222500,0.00227998,1514998657.5108008
0.00224930,0.00222500,0.00227998,1514998688.25251
0.00224975,0.00222500,0.00227998,1514998718.8614259
0.00224975,0.00221900,0.00227998,1514998749.5539799
0.00224473,0.00221800,0.00227998,1514998780.5079958
0.00224473,0.00222000,0.00227998,1514998811.236073
0.00224200,0.00222700,0.00227998,1514998841.91148
0.00224200,0.00222000,0.00227998,1514998874.21033
0.00224200,0.00223300,0.00227998,1514998905.237031
0.00223128,0.00223300,0.00227998,1514998935.964428
0.00223172,0.00223300,0.00227998,1514998967.089094
0.00223171,0.00223300,0.00227998,1514998997.844553
0.00223171,0.00223300,0.00227998,1514999028.627985
0.00223171,0.00221900,0.00227998,1514999059.4505548
0.00223171,0.00222600,0.00227998,1514999090.374916
0.00223000,0.00222600,0.00227998,1514999121.091241
0.00223000,0.00223200,0.00227998,1514999151.913259
0.00223171,0.00221500,0.00227998,1514999182.832683
0.00223171,0.00221500,0.00227998,1514999213.558378
0.00223000,0.00221100,0.00227998,1514999244.383181
0.00223171,0.00220500,0.00227998,1514999275.1018639
0.00223000,0.00220400,0.00227998,1514999305.77709
0.00222801,0.00220500,0.00227998,1514999336.643826
0.00222845,0.00221500,0.00227998,1514999367.3662028
0.00222845,0.00223100,0.00227998,1514999398.192378
0.00222889,0.00223100,0.00227998,1514999429.0141902
0.00222889,0.00223000,0.00227998,1514999459.682422
0.00222933,0.00223000,0.00227998,1514999490.352965
0.00222933,0.00223100,0.00227998,1514999521.073519
0.00223155,0.00223100,0.00227998,1514999551.79231
0.00230890,0.00229400,0.0023,1515006292.77897
0.00230890,0.00229600,0.0023,1515006325.774413
0.00230890,0.00230800,0.002219,1515006378.625897
0.00230890,0.00230900,0.002219,1515006410.165819
0.00230890,0.00230800,0.002219,1515006441.214934
0.00230890,0.00230900,0.002219,1515006482.872939
0.00230951,0.00230900,0.002219,1515006513.590067
0.00230951,0.00230600,0.002219,1515006545.3231091
0.00230951,0.00230700,0.002219,1515006576.120963
0.00233985,0.00229200,0.002219,1515006608.932481
0.00233985,0.00229200,0.002231,1515006639.614811
0.00230960,0.00230800,0.002231,1515006670.3423
0.00230960,0.00230800,0.002231,1515006701.300102
0.00230960,0.00230900,0.002231,1515006731.942878
0.00230960,0.00232400,0.002231,1515006762.63087
0.00233921,0.00232400,0.00229999,1515006793.688577
0.00230967,0.00232300,0.00229999,1515006824.370935
0.00230967,0.00230400,0.0023,1515006855.101543
0.00233918,0.00230300,0.00229999,1515006885.786908
0.00233871,0.00231600,0.00229999,1515006916.5431411
0.00231002,0.00232200,0.00229999,1515006947.1641622
0.00231002,0.00232200,0.00229999,1515006978.4932108
0.00231002,0.00230000,0.00229999,1515007009.166451
0.00231002,0.00230400,0.00229999,1515007039.810978
0.00233908,0.00232300,0.00229999,1515007070.5517719
0.00233908,0.00230700,0.00229999,1515007101.170274
0.00233908,0.00230900,0.00229999,1515007131.785218
0.00233908,0.00232300,0.002239,1515007162.50767
0.00234610,0.00232400,0.002239,1515007193.968416
0.00233861,0.00231100,0.002239,1515007224.765567
0.00231602,0.00232300,0.002239,1515007255.488269
0.00231602,0.00232300,0.002239,1515007286.208479
0.00231602,0.00232400,0.002239,1515007316.827717
0.00231602,0.00232400,0.002239,1515007347.4699461
0.00234310,0.00230700,0.002239,1515007378.467721
0.00231681,0.00232000,0.002239,1515007409.2102149
0.00231681,0.00232000,0.002239,1515007440.8636858
0.00231681,0.00230700,0.002239,1515007474.416592
0.00231681,0.00231400,0.002239,1515007505.139341
0.00231681,0.00231600,0.002239,1515007535.7773929
0.00231681,0.00231600,0.002239,1515007566.5829701
0.00234000,0.00231900,0.002239,1515007597.266987
0.00232516,0.00232000,0.002239,1515007627.8703942
0.00232515,0.00231000,0.002239,1515007658.637884
0.00232515,0.00231000,0.00225,1515007690.484632
0.00232468,0.00231000,0.00225,1515007721.2029262
0.00232468,0.00231000,0.00225,1515007752.565869
0.00232421,0.00231000,0.00225,1515007783.266268
0.00232421,0.00229200,0.00225,1515007813.980649
0.00232515,0.00229500,0.00225,1515007844.6903539
0.00232468,0.00231200,0.00225,1515007875.316242
0.00232468,0.00231900,0.00247199,1515007906.140077
0.00231634,0.00231200,0.00247199,1515007936.8158772
0.00231634,0.00231100,0.00247199,1515007967.6822689
0.00231633,0.00231100,0.00247199,1515007998.472356
0.00231633,0.00231100,0.00247199,1515008029.090368
0.00231586,0.00231100,0.00247199,1515008060.1504269
0.00231586,0.00230900,0.00247199,1515008090.749803
0.00231586,0.00229800,0.00247199,1515008121.539273
0.00231539,0.00229300,0.00247199,1515008152.194027
0.00230965,0.00229800,0.00247199,1515008182.931461
0.00228975,0.00229400,0.00247199,1515008213.612681
0.00228975,0.00230400,0.00247199,1515008244.270002
0.00228975,0.00229300,0.00247199,1515008274.990804
0.00228975,0.00229300,0.00247199,1515008305.662691
0.00228975,0.00229600,0.00224801,1515008336.735677
0.00231137,0.00229600,0.00224801,1515008367.880088
0.00231137,0.00229600,0.00224801,1515008398.562072
0.00231137,0.00229600,0.00224801,1515008432.803807
0.00231137,0.00229400,0.00224801,1515008463.47552
0.00231137,0.00229400,0.00224801,1515008495.48088
0.00231090,0.00230000,0.00224801,1515008526.382954
0.00231043,0.00230000,0.002473,1515008557.0778828
0.00231090,0.00230100,0.002473,1515008589.263524
0.00231090,0.00230000,0.002473,1515008619.977796
0.00231090,0.00230100,0.002473,1515008650.794715
0.00231090,0.00232100,0.002473,1515008684.2857542
0.00231090,0.00230900,0.002473,1515008714.9557881
0.00231090,0.00232200,0.002473,1515008747.7738318
0.00231089,0.00234300,0.002473,1515008778.4947588
0.00231089,0.00232700,0.002473,1515008809.2145972
0.00231089,0.00233900,0.002473,1515008840.5504699
0.00231089,0.00233900,0.002473,1515008871.989965
0.00231089,0.00232800,0.002473,1515008902.80509
0.00233911,0.00234300,0.002473,1515008933.72962
0.00233911,0.00232500,0.002473,1515008964.354827
0.00233911,0.00232500,0.002473,1515008997.52406
0.00233910,0.00232500,0.002473,1515009028.5538728
0.00231104,0.00232500,0.002473,1515009059.1635892
0.00232246,0.00232500,0.002473,1515009089.788481
0.00232246,0.00232000,0.002473,1515009120.508377
0.00231109,0.00229400,0.0023,1515009151.1044512
0.00231109,0.00232500,0.0023,1515009181.948833
0.00231109,0.00229700,0.0023,1515009212.6265888
0.00232100,0.00232900,0.0023,1515009245.858764
0.00232246,0.00232800,0.0023,1515009278.2066429
0.00232246,0.00233500,0.0023,1515009308.927847
0.00232246,0.00233500,0.0023,1515009339.673055
0.00232246,0.00233500,0.0023,1515009370.374409
0.00232246,0.00234100,0.0023,1515009402.843623
0.00232246,0.00234100,0.0023,1515009433.55212
0.00232100,0.00229700,0.0023,1515009464.3094301
0.00232100,0.00230400,0.0023,1515009495.768932
0.00232800,0.00234200,0.0023,1515009526.527919
0.00232100,0.00231500,0.0023,1515009561.9977899
0.00232100,0.00231400,0.0023,1515009592.887131
0.00232100,0.00231400,0.0023,1515009623.603453
0.00232474,0.00231400,0.0023,1515009654.2535858
0.00232474,0.00231300,0.0023,1515009688.998553
0.00232474,0.00230500,0.0023,1515009719.655136
0.00232474,0.00231000,0.0023,1515009750.373863
0.00232100,0.00231300,0.0023,1515009781.065641
0.00232092,0.00230000,0.002224,1515009811.920237
0.00231089,0.00230000,0.002224,1515009842.55156
0.00231089,0.00230000,0.002224,1515009875.61254
0.00231043,0.00231300,0.002226,1515009906.312147
0.00231043,0.00231300,0.002226,1515009941.0451388
0.00231089,0.00231300,0.002226,1515009973.9225159
0.00231043,0.00231300,0.002226,1515010005.046417
0.00230996,0.00231300,0.002226,1515010035.700449
0.00230996,0.00231300,0.002226,1515010066.416571
0.00230996,0.00231300,0.0023,1515010100.320662
0.00230996,0.00231400,0.0023,1515010130.994964
0.00230996,0.00231500,0.0023,1515010161.621284
0.00229402,0.00231500,0.0023,1515010192.346465
0.00229402,0.00231500,0.0023,1515010223.063367
0.00229404,0.00231500,0.0023,1515010253.846754
0.00229404,0.00231300,0.00235,1515010286.136496
0.00229404,0.00231500,0.00235,1515010316.857567
0.00230530,0.00231500,0.00235,1515010347.5750048
0.00231088,0.00231500,0.002239,1515010378.18981
0.00231088,0.00231400,0.002239,1515010408.8945699
0.00229402,0.00231400,0.002239,1515010439.74126
0.00229107,0.00231400,0.002239,1515010470.375809
0.00229127,0.00231600,0.00229,1515010502.2596009
0.00229135,0.00231600,0.00229,1515010532.920131
0.00229357,0.00232500,0.00229,1515010564.3623402
0.00230034,0.00232500,0.00229,1515010595.1100001
0.00229356,0.00231500,0.00229,1515010625.8045042
0.00229356,0.00230100,0.002295,1515010656.6267772
0.00229356,0.00229800,0.002295,1515010687.34942
0.00229356,0.00231400,0.002295,1515010721.364486
0.00229356,0.00229900,0.002295,1515010752.0272791
0.00229356,0.00231300,0.0023,1515010784.017249
0.00229226,0.00230800,0.0023,1515010814.737361
0.00229227,0.00230000,0.0023,1515010847.7157881
0.00229227,0.00229500,0.0023,1515010879.249898
0.00229227,0.00229600,0.00229603,1515010910.008176
0.00229227,0.00229500,0.00229603,1515010941.006212
0.00229226,0.00229500,0.00229603,1515010971.6591191
0.00229226,0.00229500,0.00229603,1515011002.337745
0.00229098,0.00229400,0.00229603,1515011033.0751371
0.00229227,0.00229400,0.00229229,1515011064.907819
0.00229227,0.00233000,0.00229229,1515011095.728905
0.00229227,0.00231300,0.0023,1515011126.552686
0.00229227,0.00229700,0.0023,1515011157.139415
0.00229227,0.00229700,0.0023,1515011187.792246
0.00231203,0.00230200,0.0023,1515011218.5145202
0.00232500,0.00232500,0.0023,1515011249.2369971
0.00231195,0.00233000,0.0023,1515011280.052094
0.00229000,0.00230400,0.0023,1515011310.668907
0.00228929,0.00230300,0.0023,1515011341.374923
0.00227847,0.00230500,0.0023,1515011372.6357
0.00229000,0.00230200,0.0023,1515011403.655019
0.00229000,0.00230100,0.0023,1515011436.3348238
0.00229000,0.00229700,0.0023,1515011467.053783
0.00229000,0.00230100,0.0023,1515011497.760281
0.00228954,0.00229700,0.0023,1515011528.712899
0.00228954,0.00229700,0.0023,1515011559.3650339
0.00229000,0.00230000,0.0023,1515011590.026619
0.00228964,0.00230100,0.0023,1515011620.9303
0.00228964,0.00230100,0.0023,1515011651.781024
0.00228964,0.00230100,0.0023,1515011682.396127
0.00229000,0.00230100,0.0023,1515011714.037212
0.00228999,0.00230400,0.0023,1515012016.9506261
0.00228998,0.00230500,0.0023,1515012049.6394722
0.00229000,0.00230800,0.0023,1515012080.271841
0.00229000,0.00230900,0.0023,1515012111.966583
0.00229000,0.00231300,0.0023,1515012142.677997
0.00229000,0.00230800,0.0023,1515012173.399046
0.00229000,0.00230800,0.0023,1515012207.202042
0.00229000,0.00231000,0.0023,1515012238.844265
0.00229000,0.00230200,0.0023,1515012271.503793
0.00229000,0.00230100,0.0023,1515012302.1261408
0.00229000,0.00230100,0.0023,1515012332.847904
0.00229000,0.00230100,0.0023,1515012364.405814
